Chr	Start	spliceAImax_score
chr12	54647120	0.99
chr12	54854641	1.0
chr12	54855158	0.98
chr12	54856893	0.96
chr12	54983993	0.23
chr12	54984167	0.19
chr12	55687970	1.0
chr12	55701378	0.04
chr12	55842352	1.0
chr12	55935959	0.19
chr12	55955383	0.4
chr12	55955777	0.57
chr12	55961315	0.92
chr12	56019417	0.49
chr12	56099836	0.97
chr12	56101363	0.73
chr12	56106718	0.0
chr12	56237012	0.98
chr12	56237149	0.95
chr12	56315820	0.96
chr12	56421495	0.99
chr12	56421898	0.98
chr12	56430880	1.0
chr12	56475979	0.0
chr12	56480389	0.02
chr12	56611772	0.91
chr12	56714688	0.97
chr12	56994649	1.0
chr12	57013389	0.98
chr12	57029589	0.98
chr12	57031175	0.99
chr12	57037547	0.92
chr12	57041431	0.97
chr12	57046652	0.99
chr12	57046928	0.97
chr12	57204530	0.99
chr12	57250992	0.99
chr12	57581869	0.98
chr12	57780253	0.96
chr12	57810553	0.98
chr12	58919426	0.21
chr12	59596238	0.25
chr12	59771217	1.0
chr12	62470779	0.51
chr12	62585292	0.97
chr12	63147647	0.96
chr12	64331034	0.92
chr12	65453827	0.89
chr12	66153449	0.93
chr12	66209521	0.97
chr12	66331646	0.82
chr12	66678849	0.92
chr12	68302873	0.98
chr12	68313442	1.0
chr12	68727350	0.97
chr12	68856680	1.0
chr12	68869323	0.1
chr12	69677175	0.93
chr12	69689068	0.72
chr12	69891167	0.99
chr12	69903845	1.0
chr12	69910931	0.89
chr12	70592279	0.84
chr12	70636067	0.9
chr12	71571580	0.98
chr12	71623598	0.97
chr12	75321577	0.98
chr12	75326529	1.0
chr12	75343939	0.94
chr12	75347723	0.26
chr12	75363101	0.98
chr12	75369987	0.56
chr12	75499952	0.0
chr12	75506611	0.92
chr12	75506780	1.0
chr12	75506918	1.0
chr12	75508448	1.0
chr12	76534283	0.26
chr12	76878962	0.8
chr12	78127209	0.47
chr12	79807225	0.99
chr12	79913795	0.0
chr12	80210887	0.95
chr12	80265000	0.93
chr12	80313633	1.0
chr12	80336911	0.9
chr12	80845941	1.0
chr12	81277416	0.02
chr12	81339179	0.99
chr12	81362786	0.0
chr12	85019624	0.91
chr12	85229516	0.99
chr12	87998033	0.79
chr12	88042922	0.01
chr12	88068647	0.99
chr12	88083232	1.0
chr12	89425160	0.43
chr12	90971799	1.0
chr12	92764039	0.85
chr12	95003593	0.76
chr12	95298861	0.43
chr12	95548525	0.45
chr12	95879643	0.95
chr12	95906385	0.66
chr12	95942430	0.77
chr12	95960397	0.99
chr12	95980555	0.97
chr12	95994932	0.28
chr12	96534228	0.89
chr12	98715554	1.0
chr12	100086360	0.02
chr12	100205674	0.99
chr12	100261729	0.92
chr12	100267397	0.96
chr12	100492502	0.98
chr12	100532457	0.96
chr12	101168095	0.98
chr12	101184133	0.86
chr12	101209497	1.0
chr12	101678240	0.99
chr12	101737953	0.94
chr12	101757571	0.91
chr12	101760145	0.07
chr12	101796676	0.99
chr12	102120287	0.98
chr12	102127146	0.03
chr12	102137245	0.56
chr12	102148227	0.97
chr12	102165727	0.98
chr12	102851758	0.83
chr12	103401677	0.92
chr12	103637237	0.99
chr12	103689983	0.93
chr12	103740629	0.96
chr12	103759275	0.99
chr12	103814936	1.0
chr12	103946617	0.99
chr12	103956630	1.0
chr12	103966061	0.98
chr12	103984922	0.99
chr12	103985729	0.98
chr12	103985730	0.74
chr12	104003133	1.0
chr12	104258018	0.98
chr12	104287432	0.1
chr12	104325430	1.0
chr12	105058222	0.96
chr12	105199371	0.96
chr12	105367510	0.98
chr12	106459249	0.9
chr12	106750795	0.97
chr12	108167582	0.38
chr12	108330208	0.51
chr12	108702795	0.3
chr12	108885201	0.98
chr12	109092936	0.36
chr12	109393447	0.85
chr12	109424829	0.93
chr12	109477765	0.83
chr12	109486576	0.98
chr12	109595182	0.98
chr12	109903215	0.99
chr12	109959846	0.99
chr12	110030760	0.0
chr12	110042461	0.89
chr12	110147050	0.86
chr12	110167869	0.12
chr12	110501416	0.08
chr12	110518784	0.0
chr12	110628050	0.31
chr12	111308527	0.99
chr12	111310039	0.97
chr12	111455044	0.37
chr12	111705734	0.69
chr12	111721669	0.98
chr12	111789935	0.99
chr12	111803857	0.99
chr12	112047664	1.0
chr12	112068993	1.0
chr12	112917545	0.52
chr12	112919388	0.89
chr12	112963312	0.98
chr12	112969756	0.99
chr12	113005223	0.99
chr12	113119445	0.75
chr12	113127875	0.96
chr12	113130943	0.89
chr12	113155419	0.99
chr12	113288848	0.5
chr12	113293074	1.0
chr12	113320688	0.05
chr12	113384103	0.99
chr12	113429300	1.0
chr12	113435327	0.98
chr12	113436876	1.0
chr12	116007637	1.0
chr12	117761009	0.99
chr12	118068598	1.0
chr12	118071069	0.93
chr12	118236694	0.24
chr12	118243518	0.99
chr12	119335267	0.98
chr12	119721308	1.0
chr12	119752249	0.02
chr12	120144637	0.96
chr12	120155591	1.0
chr12	120215559	0.56
chr12	120302379	0.97
chr12	120303560	0.95
chr12	120324932	0.98
chr12	120446562	0.95
chr12	120465789	0.01
chr12	120650683	0.87
chr12	120688435	0.0
chr12	121133096	0.99
chr12	121921285	0.83
chr12	121951479	0.92
chr12	121958523	0.82
chr12	122022184	0.99
chr12	122022185	0.99
chr12	122200513	0.9
chr12	122340752	0.99
chr12	122551317	0.96
chr12	122561975	1.0
chr12	122604638	0.98
chr12	122801123	0.75
chr12	122855829	0.94
chr12	122960323	1.0
chr12	122978752	0.99
chr12	123328733	0.27
chr12	123613253	1.0
chr12	123627158	0.97
chr12	123630396	0.99
chr12	123652736	0.9
chr12	123744339	0.98
chr12	123754539	0.97
chr12	123974021	0.97
chr12	123974022	0.77
chr12	125102998	1.0
chr12	130397304	0.18
chr12	130437292	0.96
chr12	130438364	0.99
chr12	130821688	1.0
chr12	131849800	0.96
chr12	131943537	0.89
chr12	132141607	0.99
chr12	132150979	0.86
chr12	132151736	0.98
chr12	132490863	0.58
chr12	132618990	0.92
chr12	132619677	0.75
chr12	132619752	0.83
chr12	132620590	0.08
chr12	132701249	1.0
chr12	132728165	1.0
chr12	132734577	0.88
chr12	132737066	0.92
chr12	132755135	0.99
chr12	132786788	
chr12	132786789	
chr12	132987769	0.33
chr12	133007169	1.0
chr12	133081271	0.79
chr12	133181687	0.78
chr12	133193535	0.44
chr12	133235722	
chr12	133235721	
chr12	133235773	
chr13	19432579	0.86
chr13	19492849	0.97
chr13	19633963	0.78
chr13	19666580	0.95
chr13	19666579	0.95
chr13	19705660	0.42
chr13	19863449	0.99
chr13	20189604	0.91
chr13	20189605	0.91
chr13	20192782	1.0
chr13	20230815	0.01
chr13	20512552	0.99
chr13	20596242	0.99
chr13	21155151	0.99
chr13	21155152	0.99
chr13	21157921	0.99
chr13	21158126	0.99
chr13	21159988	0.9
chr13	21159989	0.9
chr13	21161877	0.91
chr13	21172505	0.87
chr13	21176910	0.97
chr13	23250719	0.96
chr13	23858858	0.68
chr13	23874910	0.68
chr13	23886322	1.0
chr13	23889012	0.0
chr13	23891268	0.0
chr13	23896820	0.99
chr13	24318816	0.98
chr13	24435475	0.82
chr13	24493734	0.91
chr13	24500383	0.92
chr13	24680753	0.98
chr13	24690963	0.0
chr13	24700745	1.0
chr13	24710895	0.74
chr13	24850445	0.71
chr13	24899418	0.99
chr13	24906962	0.18
chr13	25258694	0.01
chr13	25309283	0.99
chr13	26612960	0.97
chr13	27071150	1.0
chr13	28015588	0.63
chr13	29553760	0.91
chr13	30956872	0.54
chr13	31758257	0.99
chr13	32117475	0.99
chr13	32420578	0.06
chr13	32648752	1.0
chr13	35058864	0.2
chr13	35165093	0.0
chr13	35645868	0.25
chr13	35654853	1.0
chr13	36331398	1.0
chr13	39660809	1.0
chr13	41362030	0.95
chr13	41373781	0.79
chr13	41761127	1.0
chr13	41816696	0.93
chr13	42159264	0.99
chr13	42159263	0.99
chr13	42159265	0.99
chr13	42219228	0.99
chr13	42781665	0.98
chr13	42784168	0.9
chr13	42895109	0.93
chr13	42917540	0.99
chr13	42926334	0.97
chr13	43107176	0.98
chr13	43236635	1.0
chr13	43879417	0.76
chr13	43879736	0.58
chr13	43880116	0.15
chr13	43880117	0.03
chr13	43880253	0.43
chr13	45004438	1.0
chr13	45544986	0.99
chr13	46104934	0.97
chr13	46350112	0.99
chr13	46350353	0.75
chr13	46356430	0.95
chr13	46777625	0.99
chr13	47988983	0.99
chr13	48413113	0.0
chr13	48426858	0.0
chr13	48502723	0.99
chr13	49222038	0.92
chr13	49497218	0.39
chr13	49551470	0.99
chr13	49552287	1.0
chr13	49706373	1.0
chr13	50018821	0.76
chr13	50929583	0.94
chr13	51452413	1.0
chr13	51719196	0.68
chr13	51777355	0.35
chr13	51864895	0.04
chr13	51941080	0.98
chr13	51949798	0.98
chr13	51965034	0.95
chr13	52101932	0.75
chr13	52108317	0.63
chr13	52110339	0.97
chr13	52415925	0.01
chr13	52433750	0.98
chr13	52661571	0.57
chr13	52661572	0.57
chr13	57147928	0.91
chr13	59916154	1.0
chr13	72745942	0.98
chr13	72827119	1.0
chr13	75324235	0.7
chr13	75527853	0.21
chr13	75621869	0.97
chr13	75623322	0.88
chr13	75796750	1.0
chr13	75796751	0.08
chr13	75841984	0.98
chr13	75857919	0.87
chr13	76996129	0.15
chr13	77597590	1.0
chr13	77610108	0.96
chr13	93227618	0.44
chr13	94469047	0.94
chr13	95083139	0.98
chr13	95863627	0.86
chr13	95890965	0.97
chr13	96989757	0.96
chr13	96992573	0.95
chr13	98688578	0.99
chr13	98709571	0.89
chr13	98883901	0.01
chr13	99552327	0.94
chr13	100533561	0.61
chr13	100670282	0.15
chr13	100670359	0.65
chr13	101598300	0.88
chr13	102629480	0.94
chr13	102667757	0.51
chr13	102687059	0.02
chr13	102792137	0.4
chr13	102805392	0.3
chr13	105467142	0.97
chr13	105467143	0.97
chr13	108215278	0.05
chr13	108855555	0.97
chr13	110683136	0.41
chr13	112432443	0.91
chr13	112527373	1.0
chr13	112556226	0.02
chr13	113089874	0.26
chr13	113187199	0.08
chr13	113200518	0.97
chr13	113233149	0.02
chr13	113422981	1.0
chr13	113766259	0.99
chr13	113799421	0.88
chr13	113800914	0.47
chr13	114009386	0.99
chr13	114027846	0.98
chr13	114284359	0.12
chr14	20002694	0.03
chr14	20301967	0.0
chr14	20329173	0.83
chr14	20357636	0.99
chr14	20378753	0.98
chr14	20380233	0.47
chr14	20381046	0.96
chr14	20381551	0.93
chr14	20401142	0.65
chr14	20403450	0.71
chr14	20558614	0.09
chr14	20802248	0.5
chr14	20802315	0.42
chr14	21294810	1.0
chr14	21328629	0.81
chr14	22775938	0.99
chr14	22834170	0.98
chr14	22905454	0.97
chr14	22956923	0.39
chr14	22989740	1.0
chr14	22989847	0.09
chr14	22990129	1.0
chr14	22999403	0.44
chr14	23049821	1.0
chr14	23301296	0.12
chr14	23389057	0.02
chr14	23389591	1.0
chr14	23390447	0.99
chr14	23404710	0.96
chr14	23408251	0.9
chr14	23413758	1.0
chr14	23413894	0.98
chr14	23419482	1.0
chr14	23420236	0.0
chr14	23424151	1.0
chr14	23562067	0.74
chr14	23645140	0.99
chr14	23965984	0.95
chr14	24005885	0.98
chr14	24071039	0.46
chr14	24103257	0.56
chr14	24119143	1.0
chr14	24184297	0.99
chr14	24211679	1.0
chr14	24213408	0.9
chr14	24235735	0.97
chr14	24259813	0.98
chr14	24300858	0.94
chr14	24305946	0.0
chr14	24306373	0.01
chr14	24330167	0.92
chr14	24334679	0.19
chr14	24334680	0.19
chr14	24338568	0.94
chr14	24507355	0.81
chr14	30874592	0.96
chr14	30874915	0.3
chr14	30929200	0.98
chr14	31083524	
chr14	31083523	
chr14	31083525	
chr14	31101326	0.87
chr14	32094387	0.99
chr14	34714433	0.76
chr14	37247242	0.87
chr14	37499907	0.99
chr14	37546904	0.78
chr14	37790838	0.75
chr14	39291112	0.72
chr14	44900961	0.94
chr14	44999362	1.0
chr14	45120885	0.86
chr14	49643671	0.96
chr14	50112614	0.96
chr14	50314627	0.86
chr14	50395700	1.0
chr14	50872279	0.99
chr14	50881627	0.95
chr14	50908956	0.99
chr14	50911873	0.01
chr14	50913028	1.0
chr14	52020057	0.95
chr14	52027346	1.0
chr14	52268661	0.95
chr14	52536794	0.93
chr14	52613719	0.13
chr14	52695357	0.02
chr14	53051842	0.55
chr14	53954625	0.9
chr14	54754898	0.02
chr14	54843999	0.84
chr14	55000994	0.99
chr14	55140364	1.0
chr14	55152588	0.78
chr14	55428976	0.17
chr14	56636599	0.91
chr14	57235822	0.07
chr14	57286320	0.98
chr14	57481558	0.98
chr14	57481662	0.97
chr14	57602397	0.05
chr14	58219693	0.98
chr14	58365301	0.96
chr14	58396342	0.39
chr14	58442881	1.0
chr14	58470725	0.97
chr14	58474799	0.08
chr14	59483489	0.21
chr14	59527175	0.5
chr14	59966767	0.44
chr14	59977224	0.98
chr14	59981847	0.94
chr14	59982061	0.97
chr14	59999099	1.0
chr14	60019120	1.0
chr14	60114973	0.91
chr14	60115718	0.92
chr14	60125636	0.98
chr14	60125825	0.98
chr14	60149352	0.98
chr14	60149569	0.44
chr14	60714205	0.06
chr14	61043504	0.79
chr14	61547887	1.0
chr14	61547888	0.96
chr14	63624927	0.96
chr14	63950007	0.83
chr14	64000720	1.0
chr14	64098745	0.93
chr14	64125211	0.99
chr14	64159444	0.38
chr14	64221705	0.99
chr14	64411151	0.02
chr14	64550067	0.95
chr14	64568449	0.97
chr14	64730798	1.0
chr14	64737376	0.87
chr14	64951153	0.01
chr14	65430310	0.33
chr14	66916001	0.9
chr14	66924293	0.97
chr14	67292720	0.99
chr14	67802283	1.0
chr14	67865001	
chr14	67865002	
chr14	68792881	0.95
chr14	68882872	0.97
chr14	69209804	0.97
chr14	69236544	0.91
chr14	70584945	0.75
chr14	70642537	0.0
chr14	73239833	0.99
chr14	73252776	0.99
chr14	73259267	0.91
chr14	73264586	0.97
chr14	73493125	0.84
chr14	73502894	0.97
chr14	73530165	0.52
chr14	73722696	0.98
chr14	73922207	0.99
chr14	73934395	0.98
chr14	73953571	0.98
chr14	74015931	0.92
chr14	74015932	0.92
chr14	74067571	0.0
chr14	74516821	0.99
chr14	74551352	0.88
chr14	74919844	0.99
chr14	75106464	0.7
chr14	75135008	0.04
chr14	76076693	0.22
chr14	76828421	0.23
chr14	76860840	1.0
chr14	76867354	0.7
chr14	77181895	0.72
chr14	77298688	0.98
chr14	77376934	1.0
chr14	77710836	0.99
chr14	78645119	1.0
chr14	78803619	0.99
chr14	80756953	1.0
chr14	80838279	0.99
chr14	81108453	0.13
chr14	81209938	0.4
chr14	81220488	0.76
chr14	81527740	1.0
chr14	88391380	0.92
chr14	88478919	0.97
chr14	89956576	0.34
chr14	90301237	1.0
chr14	90301238	1.0
chr14	91052322	0.52
chr14	91114996	0.06
chr14	91148570	0.1
chr14	91167224	0.97
chr14	91253713	0.99
chr14	91324925	0.0
chr14	91587277	0.97
chr14	92143296	0.95
chr14	92159284	0.0
chr14	93214984	0.95
chr14	93467669	0.98
chr14	93467670	0.98
chr14	94100772	0.91
chr14	94129557	0.99
chr14	94233761	0.97
chr14	94288285	0.99
chr14	94304604	0.99
chr14	94464705	0.95
chr14	94464856	1.0
chr14	94504032	0.58
chr14	94561495	0.28
chr14	94622340	1.0
chr14	95223857	0.97
chr14	95449617	0.07
chr14	95711748	1.0
chr14	95713945	1.0
chr14	95713946	1.0
chr14	96408942	0.99
chr14	99660278	0.99
chr14	100305777	0.19
chr14	100326094	0.59
chr14	100327371	0.97
chr14	100546402	
chr14	100568690	0.63
chr14	100569737	0.16
chr14	101831700	0.44
chr14	102001356	0.04
chr14	102229456	0.91
chr14	102251755	0.83
chr14	102263544	0.82
chr14	102928424	0.97
chr14	102930095	0.94
chr14	103107422	0.99
chr14	103500201	0.74
chr14	103574105	0.98
chr14	103581658	0.35
chr14	103965332	0.99
chr14	104092742	0.97
chr14	104104303	0.99
chr14	104173329	0.99
chr14	104587748	0.99
chr14	104794118	0.54
chr14	104878441	0.02
chr14	105057937	0.14
chr14	105145975	0.03
chr14	105478446	0.97
chr15	23364627	0.21
chr15	24886515	1.0
chr15	24886591	0.89
chr15	24912362	0.3
chr15	24955312	0.1
chr15	24967153	0.11
chr15	25407229	0.03
chr15	25415844	0.27
chr15	25702101	0.99
chr15	26621536	0.01
chr15	27966823	0.85
chr15	27989600	0.99
chr15	28014775	1.0
chr15	28385731	0.59
chr15	28525905	0.56
chr15	28706205	0.99
chr15	28706508	0.98
chr15	28707746	1.0
chr15	28710607	0.94
chr15	29742783	0.96
chr15	30084891	0.99
chr15	30086997	0.96
chr15	30093240	0.98
chr15	30136864	0.97
chr15	30142383	0.99
chr15	30142384	0.97
chr15	30372342	1.0
chr15	30372977	0.88
chr15	30408186	1.0
chr15	30556589	0.9
chr15	30558335	1.0
chr15	30559292	0.98
chr15	30606854	0.92
chr15	30608465	0.86
chr15	30613951	1.0
chr15	30633489	0.99
chr15	30937260	0.99
chr15	30974458	0.0
chr15	32397009	1.0
chr15	32398559	1.0
chr15	32398850	0.96
chr15	32445366	0.99
chr15	32450912	1.0
chr15	32451340	0.99
chr15	32603368	0.99
chr15	33562836	0.96
chr15	33699702	0.99
chr15	33821604	0.02
chr15	33826270	0.71
chr15	33866730	1.0
chr15	33871031	0.01
chr15	34363458	0.85
chr15	34381614	0.99
chr15	34528187	0.95
chr15	38454233	0.99
chr15	39585564	0.98
chr15	39782723	0.88
chr15	39973015	0.94
chr15	40000986	0.99
chr15	40240683	0.82
chr15	40253290	0.99
chr15	40264990	0.97
chr15	40303287	1.0
chr15	40411354	0.93
chr15	40606454	0.99
chr15	40701804	
chr15	40701805	
chr15	40755198	0.94
chr15	40813337	1.0
chr15	40817231	0.89
chr15	40828386	0.98
chr15	40854523	0.89
chr15	41195773	0.93
chr15	41464769	0.98
chr15	41504246	0.99
chr15	41511163	0.74
chr15	41511811	0.66
chr15	41524095	0.98
chr15	41569023	0.87
chr15	41569024	0.87
chr15	41570342	0.79
chr15	41570603	1.0
chr15	41570700	0.99
chr15	41571689	0.05
chr15	41572565	1.0
chr15	41572566	1.0
chr15	41573112	0.99
chr15	41573817	0.96
chr15	41813328	0.98
chr15	41836146	0.98
chr15	41840523	0.98
chr15	41845942	1.0
chr15	41846383	0.93
chr15	41852317	0.96
chr15	41853449	1.0
chr15	41862294	0.96
chr15	41864026	1.0
chr15	41868396	0.97
chr15	41871919	0.94
chr15	41872301	1.0
chr15	41873610	0.51
chr15	41875457	0.8
chr15	41876648	0.92
chr15	41876649	0.92
chr15	42083780	0.98
chr15	42086211	0.98
chr15	42087702	0.7
chr15	42187270	0.99
chr15	42219643	1.0
chr15	42292918	0.98
chr15	42308220	0.97
chr15	42349382	0.53
chr15	42352028	0.82
chr15	42404956	0.04
chr15	42422622	0.01
chr15	42456956	0.99
chr15	42560780	0.95
chr15	42665784	0.98
chr15	42684114	0.43
chr15	42728203	0.97
chr15	42736080	0.86
chr15	43134015	0.57
chr15	43146635	0.98
chr15	43181179	1.0
chr15	43220725	0.76
chr15	43239161	0.85
chr15	43276860	0.98
chr15	43287540	0.94
chr15	43447487	0.01
chr15	43536134	0.29
chr15	43573033	0.88
chr15	43601395	0.99
chr15	43605401	0.99
chr15	43632936	0.65
chr15	43635828	0.56
chr15	43768599	0.95
chr15	43795737	0.93
chr15	43873170	0.1
chr15	43917723	0.02
chr15	44608606	0.99
chr15	44669415	0.93
chr15	44672387	0.95
chr15	45072439	0.99
chr15	45094561	1.0
chr15	45095596	0.92
chr15	45097613	0.99
chr15	45114753	0.98
chr15	45117307	0.99
chr15	45152285	0.98
chr15	45153480	0.17
chr15	45430834	0.98
chr15	45432134	0.0
chr15	48152233	0.96
chr15	48741600	0.42
chr15	48798053	0.99
chr15	48805562	0.99
chr15	48867817	0.7
chr15	49201252	0.93
chr15	49331779	0.96
chr15	49996761	0.09
chr15	50301220	0.98
chr15	50494282	0.0
chr15	51342048	0.99
chr15	51397468	0.94
chr15	51545581	0.99
chr15	51576182	1.0
chr15	52179614	0.49
chr15	52218518	0.99
chr15	52225533	0.99
chr15	52564248	0.42
chr15	53712770	0.97
chr15	54533067	0.99
chr15	55183314	0.96
chr15	55270164	0.99
chr15	56391241	0.99
chr15	56733456	0.77
chr15	57421134	0.11
chr15	57442480	0.97
chr15	58541969	0.85
chr15	59372496	0.99
chr15	59372497	0.99
chr15	59657034	0.39
chr15	59689134	0.99
chr15	61947311	0.03
chr15	61991096	1.0
chr15	62013932	0.93
chr15	62708797	1.0
chr15	62738212	1.0
chr15	62836074	0.98
chr15	63286557	0.99
chr15	63340287	0.99
chr15	64355987	0.97
chr15	64821089	0.98
chr15	64864898	0.99
chr15	65335958	0.01
chr15	65644514	0.93
chr15	65676444	0.99
chr15	65732820	0.21
chr15	66315216	0.99
chr15	67337097	0.13
chr15	67371427	0.43
chr15	68315650	0.96
chr15	68632343	0.03
chr15	68725841	0.98
chr15	69035352	0.99
chr15	69038856	0.86
chr15	69047828	1.0
chr15	69048958	1.0
chr15	70096676	0.02
chr15	70671093	0.99
chr15	70679607	1.0
chr15	70898457	0.25
chr15	71141557	0.97
chr15	71893779	1.0
chr15	72272279	0.8
chr15	72290257	0.99
chr15	72348047	0.93
chr15	72351235	0.99
chr15	72353180	0.92
chr15	72398652	0.08
chr15	72662762	0.98
chr15	72685816	0.64
chr15	73881748	0.13
chr15	74072310	0.99
chr15	74072740	0.99
chr15	74075791	1.0
chr15	74080736	1.0
chr15	74266676	1.0
chr15	74271795	0.99
chr15	74335923	0.84
chr15	74460779	0.18
chr15	74692885	0.26
chr15	74721054	0.99
chr15	74725440	0.97
chr15	74790947	0.29
chr15	74820100	0.06
chr15	74820101	0.81
chr15	74820633	0.97
chr15	74821827	0.47
chr15	74900139	0.0
chr15	75270071	0.99
chr15	75338353	0.97
chr15	75349341	0.97
chr15	75364190	0.88
chr15	75364487	1.0
chr15	75368072	0.98
chr15	75876185	0.96
chr15	76134167	0.96
chr15	76904612	0.92
chr15	76904792	0.3
chr15	76941635	0.67
chr15	76948409	0.95
chr15	76995403	0.01
chr15	77008066	0.01
chr15	77025319	0.97
chr15	77030582	0.99
chr15	77285057	0.09
chr15	77286422	1.0
chr15	78234370	0.99
chr15	78264896	0.99
chr15	78507672	0.97
chr15	78580810	0.84
chr15	78763697	0.94
chr15	78776748	0.81
chr15	78776843	0.78
chr15	78927712	0.99
chr15	78931449	0.95
chr15	79311418	1.0
chr15	79313756	1.0
chr15	80059964	0.19
chr15	80152843	0.12
chr15	80172147	0.36
chr15	80873638	0.26
chr15	81143660	0.97
chr15	81297080	0.99
chr15	81324000	0.97
chr15	81345013	0.05
chr15	82262612	1.0
chr15	82263137	0.07
chr15	82989008	1.0
chr15	83119735	0.57
chr15	84886670	0.64
chr15	84886788	0.63
chr15	84887857	0.92
chr15	84944868	0.84
chr15	84980686	0.48
chr15	85662387	0.69
chr15	86256851	1.0
chr15	86257020	0.99
chr15	86988089	0.35
chr15	87028824	0.85
chr15	88147334	0.83
chr15	88536383	0.25
chr15	88544695	0.14
chr15	88874025	0.9
chr15	88899813	0.99
chr15	89104181	0.38
chr15	89268398	0.76
chr15	89303863	0.94
chr15	89316395	0.96
chr15	89584284	0.98
chr15	89616496	1.0
chr15	89667182	1.0
chr15	89667601	0.99
chr15	89729681	0.3
chr15	89733220	0.91
chr15	89908279	0.99
chr15	90225428	0.1
chr15	90236061	0.33
chr15	90604449	0.89
chr15	90871606	0.97
chr15	90885260	0.91
chr15	90948653	1.0
chr15	92619461	0.98
chr15	93073717	0.39
chr15	94305423	0.46
chr15	94315638	0.93
chr15	94367792	1.0
chr15	94385526	0.99
chr15	97971130	0.99
chr15	98929557	0.98
chr15	99001184	0.24
chr15	99139316	0.61
chr15	99234987	0.23
chr15	99241541	0.12
chr15	99245511	0.47
chr15	99633174	1.0
chr15	100544650	0.49
chr15	101014429	0.99
chr15	101058142	1.0
chr16	79424	0.99
chr16	166091	0.93
chr16	176812	0.99
chr16	176928	1.0
chr16	254387	0.04
chr16	263777	0.65
chr16	270743	0.99
chr16	271201	0.94
chr16	275281	0.99
chr16	286474	0.91
chr16	286946	0.99
chr16	536144	0.15
chr16	567469	0.35
chr16	634888	0.96
chr16	650363	0.96
chr16	650364	0.96
chr16	661049	0.96
chr16	668155	0.28
chr16	683782	0.98
chr16	684065	0.91
chr16	685177	1.0
chr16	721703	
chr16	721704	
chr16	721800	0.98
chr16	722307	0.97
chr16	723856	0.77
chr16	727484	0.02
chr16	763641	0.91
chr16	763692	0.94
chr16	766239	0.97
chr16	766884	0.99
chr16	1093496	0.88
chr16	1210973	0.02
chr16	1224601	0.98
chr16	1240729	0.67
chr16	1240937	0.66
chr16	1241325	0.85
chr16	1258057	0.74
chr16	1312604	0.44
chr16	1341985	0.95
chr16	1348095	0.92
chr16	1434535	0.81
chr16	1443303	0.72
chr16	1526617	0.98
chr16	1534556	0.01
chr16	1773476	0.98
chr16	1945498	0.99
chr16	1945931	1.0
chr16	2009621	0.0
chr16	2009736	0.0
chr16	2048066	0.96
chr16	2209551	0.97
chr16	2210125	0.98
chr16	2237650	0.97
chr16	2281511	0.2
chr16	2297327	0.98
chr16	2514079	0.03
chr16	2817334	0.99
chr16	2895219	0.98
chr16	2895322	0.98
chr16	2969445	0.11
chr16	2979913	0.59
chr16	3022999	0.94
chr16	3035213	0.98
chr16	3050253	0.99
chr16	3058825	0.99
chr16	3065619	0.09
chr16	3091539	0.95
chr16	3112952	0.37
chr16	3244068	0.0
chr16	3284207	0.0
chr16	3285057	0.81
chr16	3312675	0.99
chr16	3390009	0.66
chr16	3390519	0.79
chr16	3458182	0.91
chr16	3655046	1.0
chr16	3656754	1.0
chr16	3657817	0.73
chr16	4329109	0.17
chr16	4332214	0.99
chr16	4358365	0.99
chr16	4364414	0.92
chr16	4364691	0.98
chr16	4364773	1.0
chr16	4415713	0.54
chr16	4476236	0.01
chr16	4496145	0.16
chr16	4599365	0.82
chr16	4747635	0.35
chr16	4788279	0.81
chr16	4795947	1.0
chr16	4802381	0.99
