MIM Number	Approved Gene Symbol	Phenotypes
606822	POMGNT1	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3, 613157 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 3, 613151 (3), Autosomal recessive; Retinitis pigmentosa 76, 617123 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3, 253280 (3), Autosomal recessive
616129	LURAP1	
603615	RAD54L	{Breast cancer, invasive ductal}, 114480 (3), Autosomal dominant, Somatic mutation; Adenocarcinoma, colonic, somatic (3); Lymphoma, non-Hodgkin, somatic, 605027 (3)
618753	LRRC41	
612728		[Bone mineral density QTL 14], 612728 (2)
618954	CYP4Z2P	
613606		Forsythe-Wakeling syndrome, 613606 (2), Autosomal recessive
613857		Orofacial cleft 13, 613857 (2), Autosomal dominant
618377		?Pain sensitivity QTL1, 618377 (4), Autosomal dominant
616392	SKINT1L	
613844	UQCRH	?Mitochondrial complex III deficiency, nuclear type 11, 620137 (3), Autosomal recessive
615394	NSUN4	
602935	FAAH	{Drug addiction, susceptibility to}, 606581 (3)
618375	FAAHP1	
607410	DMBX1	
611455	KNCN	
606724	MKNK1	
620804	MOB3C	
608917	ATPAF1	
619559	EFCAB14	
124075	CYP4B1	
601310	CYP4A11	
614999	CYP4X1	
618953	CYP4Z1	
615341	CYP4A22	
607178	PDZK1IP1	
187040	TAL1	Leukemia, T-cell acute lymphocytic, somatic, 613065 (3)
181590	STIL	Microcephaly 7, primary, autosomal recessive, 612703 (3), Autosomal recessive
191710	CMPK1	
601094	FOXE3	Anterior segment dysgenesis 2, multiple subtypes, 610256 (3), Autosomal recessive; {Aortic aneurysm, familial thoracic 11, susceptibility to}, 617349 (3), Autosomal dominant; Cataract 34, multiple types, 612968 (3)
602211	FOXD2	
614913	TRABD2B	
620216	SLC5A9	
613947	SPATA6	
616476	AGBL4	
168360	ELAVL4	
606852		{Parkinson disease 10}, 606852 (2)
613548		{Stature QTL 23}, 613548 (2)
614804	DMRTA2	
604460	FAF1	
603369	CDKN2C	
612598	RNF11	
619885	TTC39A	
600051	EPS15	
606737	OSBPL9	
602651	NRDC	
179510	RAB3B	
609448	TXNDC12	
603755	ZFYVE9	
601902	ORC1	Meier-Gorlin syndrome 1, 224690 (3), Autosomal recessive
617031	PRPF38A	
613692	TUT4	
615784	GPX7	
620218	SHISAL2A	
615623	COA7	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 3, 618387 (3), Autosomal recessive
618673	ZYG11B	
618675	ZYG11A	
620724	ECHDC2	
184755	SCP2	?Leukoencephalopathy with dystonia and motor neuropathy, 613724 (3), Autosomal recessive
608661	PODN	
604471	SLC1A7	
600650	CPT2	{Encephalopathy, acute, infection-induced, 4, susceptibility to}, 614212 (3), Autosomal dominant, Autosomal recessive; CPT II deficiency, infantile, 600649 (3), Autosomal recessive; CPT II deficiency, lethal neonatal, 608836 (3), Autosomal recessive; CPT II deficiency, myopathic, stress-induced, 255110 (3), Autosomal dominant, Autosomal recessive
602603	MAGOH	
602600	LRP8	{Myocardial infarction, susceptibility to}, 608446 (3)
614805	DMRTB1	
610378	GLIS1	
610115	NDC1	
617521	YIPF1	
147892	DIO1	Thyroid hormone metabolism, abnormal, 2, 619855 (3), Autosomal dominant
620841	IFT25	
617084	TMEM59	
612320	CDCP2	
611843	MRPL37	
607390	SSBP3	
606803	ACOT11	
606753	TTC4	
612036	PARS2	Developmental and epileptic encephalopathy 75, 618437 (3), Autosomal recessive
616446	CIMAP2	
606418	DHCR24	Desmosterolosis, 602398 (3), Autosomal recessive
606412	BSND	Sensorineural deafness with mild renal dysfunction, 602522 (3), Autosomal recessive; Bartter syndrome, type 4a, 602522 (3), Autosomal recessive
607786	PCSK9	{Low density lipoprotein cholesterol level QTL 1}, 603776 (3), Autosomal dominant; Hypercholesterolemia, familial, 3, 603776 (3), Autosomal dominant
610569	USP24	
607125	PLPP3	
600497	PRKAA2	
618478	FYB2	
120950	C8A	C8 deficiency, type I, 613790 (3), Autosomal recessive
120960	C8B	C8 deficiency, type II, 613789 (3), Autosomal recessive
603448	DAB1	Spinocerebellar ataxia 37, 615945 (3), Autosomal dominant
617081	OMA1	
137290	TACSTD2	Corneal dystrophy, gelatinous drop-like, 204870 (3), Autosomal recessive
612176	MYSM1	Bone marrow failure syndrome 4, 618116 (3), Autosomal recessive
165160	JUN	
611370	FGGY	
607820	HOOK1	
601258	CYP2J2	
618860	C1orf87	
601676		Acute insulin response, 601676 (2)
610906		{Asthma-related traits, susceptibility to, 4}, 610906 (2)
606215		{Atrioventricular septal defect, susceptibility to, 1}, 606215 (2)
615892		Orofacial cleft 14, 615892 (2), Autosomal recessive
164750		Omphalocele due to duplication of 1p31.3, 164750 (4), Isolated cases
606787		Peripheral arterial occlusive disease 1, 606787 (2)
612293		Porokeratosis 5, disseminated superficial actinic, 612293 (2)
600727	NFIA	Brain malformations with or without urinary tract defects, 613735 (3), Autosomal dominant
610080	TM2D1	
603199	PATJ	
614612	KANK4	
603478	USP1	
615730	DOCK7	Developmental and epileptic encephalopathy 23, 615859 (3), Autosomal recessive
604774	ANGPTL3	Hypobetalipoproteinemia, familial, 2, 605019 (3), Autosomal recessive
611339	ATG4C	
611539	FOXD3	{Autoimmune disease, susceptibility to, 1}, 607836 (3), Autosomal dominant
604566	ALG6	Congenital disorder of glycosylation, type Ic, 603147 (3), Autosomal recessive
605494	ITGB3BP	
617632	EFCAB7	
171900	PGM1	Congenital disorder of glycosylation, type It, 614921 (3), Autosomal recessive
602336	ROR1	?Deafness, autosomal recessive 108, 617654 (3), Autosomal recessive
620144	CACHD1	
609953	RAVER2	
147795	JAK1	Autoinflammation, immune dysregulation, and eosinophilia, 618999 (3), Autosomal dominant
612511	MIR101-1	
103030	AK4	
608375	DNAJC6	Parkinson disease 19a, juvenile-onset, 615528 (3), Autosomal recessive; Parkinson disease 19b, early-onset, 615528 (3), Autosomal recessive
601007	LEPR	Obesity, morbid, due to leptin receptor deficiency, 614963 (3), Autosomal recessive
613461	LEPROT	
600127	PDE4B	
611540	SGIP1	
619994	DYNLT5	
606413	INSL5	
619156	DNAI4	
616848	MIER1	
610804	SLC35D1	Schneckenbecken dysplasia, 269250 (3), Autosomal recessive
607562	IL23R	{Inflammatory bowel disease 17, protection against}, 612261 (3); {Psoriasis, protection against}, 605606 (3)
601642	IL12RB2	
607378	SERBP1	
126335	GADD45A	
615405	GNG12	
615406	GNG12-AS1	
605193	DIRAS3	
611514	WLS	Zaki syndrome, 619648 (3), Autosomal recessive
180069	RPE65	Retinitis pigmentosa 20, 613794 (3), Autosomal recessive; Retinitis pigmentosa 87 with choroidal involvement, 618697 (3), Autosomal dominant; Leber congenital amaurosis 2, 204100 (3), Autosomal recessive
612002	DEPDC1	
613008		{Biliary cirrhosis, primary, 3}, 613008 (2)
609727		Spastic paraplegia 29, autosomal dominant, 609727 (2), Autosomal dominant
614453	LRRC7	
602051	PIN1P1	
602010	SRSF11	
615125	ANKRD13C	
604372	ANKRD13C-DT	
607657	CTH	Cystathioninuria, 219500 (3), Autosomal recessive
176806	PTGER3	
604347	ZRANB2	
613173	NEGR1	
617957	LRRIQ3	
603609	FPGT	
613932	TNNI3K	Cardiac conduction disease with or without dilated cardiomyopathy, 616117 (3), Autosomal dominant
620866	ERICH3	
123691	CRYZ	
611245	TYW3	
604425	LHX8	
620329	SLC44A5	
607008	ACADM	Acyl-CoA dehydrogenase, medium chain, deficiency of, 201450 (3), Autosomal recessive
179080	RABGGTB	
602105	MSH4	Premature ovarian failure 20, 619938 (3), Autosomal recessive; Spermatogenic failure 2, 108420 (3), Autosomal recessive
619936	ASB17	
610133	ST6GALNAC3	
610134	ST6GALNAC5	
605087	PIGK	Neurodevelopmental disorder with hypotonia and cerebellar atrophy, with or without seizures, 618879 (3), Autosomal recessive
608009	AK5	
619892	ZZZ3	
615146	USP33	
616773	MIGA1	
618370	NEXN-AS1	
613121	NEXN	Cardiomyopathy, dilated, 1CC, 613122 (3), Autosomal dominant; Cardiomyopathy, hypertrophic, 20, 613876 (3), Autosomal dominant
603444	FUBP1	
611327	DNAJB4	Congenital myopathy 21 with early respiratory failure, 620326 (3), Autosomal recessive
619089	GIPC2	
600563	PTGFR	
613975	IFI44L	
610468	IFI44	
616419	ADGRL4	
607018	ADGRL2	
618813	TTLL7	
176892	PRKACB	Cardioacrofacial dysplasia 2, 619143 (3), Autosomal dominant, Somatic mosaicism
620800	SAMD13	
608057	DNASE2B	
608035		{Melanoma, cutaneous malignant, 4}, 608035 (2), Autosomal dominant
611381		{Kala-azar, susceptibility to, 2}, 611381 (2)
191540	UOX	[Urate oxidase deficiency] (1)
600874	GNG5	
600873	CTBS	
608690	SSX2IP	
605106	LPAR3	
607399	MCOLN2	
607400	MCOLN3	
617968	DNAI3	
620834	SYDE2	
603517	BCL10	{Lymphoma, follicular, somatic}, 605027 (3); ?Immunodeficiency 37, 616098 (3), Autosomal recessive; {Sezary syndrome, somatic} (3); {Male germ cell tumor, somatic}, 273300 (3); Lymphoma, MALT, somatic, 137245 (3); {Mesothelioma, somatic}, 156240 (3)
604743	DDAH1	
602369	CCN1	
620473	ZNHIT6	
610025	COL24A1	
620130	ODF2L	
604003	CLCA2	
603906	CLCA1	
616857	CLCA4	
604337	CLCA3P	
609287	SH3GLB1	
606254	SELENOF	
604844	HS2ST1	Neurofacioskeletal syndrome with or without renal agenesis, 619194 (3), Autosomal recessive
603129	LMO4	
602549	PKN2	
189963	GTF2B	
610656	KYAT3	
600413	GBP3	
600411	GBP1	
600412	GBP2	
612468	GBP7	
612466	GBP4	
611467	GBP5	
612467	GBP6	
612888	LRRC8B	
612889	LRRC8C	
612890	LRRC8D	
614601	ZNF326	
605212	BARHL2	
614159	ZNF644	Myopia 21, autosomal dominant, 614167 (3), Autosomal dominant
615684	HFM1	Premature ovarian failure 9, 615724 (3), Autosomal recessive
603311	CDC7	
600742	TGFBR3	
602144	BRDT	?Spermatogenic failure 21, 617644 (3), Autosomal recessive
617401	EPHX4	
617945	BTBD8	
618968	C1orf146	
601749	GLMN	Glomuvenous malformations, 138000 (3), Autosomal dominant
611476	RPAP2	
600871	GFI1	?Neutropenia, nonimmune chronic idiopathic, of adults, 607847 (3), Autosomal dominant; Neutropenia, severe congenital 2, autosomal dominant, 613107 (3), Autosomal dominant
602942	EVI5	
603634	RPL5	Diamond-Blackfan anemia 6, 612561 (3), Autosomal dominant
614542	DIPK1A	
603635	SNORD21	
609882	MTF2	
616876	TMED5	
601482	DR1	
608848	FNBP1L	
604704	BCAR3	
611199	DNTTIP2	
601176	GCLM	{Myocardial infarction, susceptibility to}, 608446 (3)
601691	ABCA4	Retinal dystrophy, early-onset severe, 248200 (3), Autosomal recessive; Retinitis pigmentosa 19, 601718 (3), Autosomal recessive; {Macular degeneration, age-related, 2}, 153800 (3), Autosomal dominant; Cone-rod dystrophy 3, 604116 (3), Autosomal recessive; Fundus flavimaculatus, 248200 (3), Autosomal recessive; Stargardt disease 1, 248200 (3), Autosomal recessive
610496	ARHGAP29	
609822		{Stature QTL 7}, 609822 (2)
600193		Waardenburg syndrome, type 2B, 600193 (2), Autosomal dominant
170995	ABCD3	?Bile acid synthesis defect, congenital, 5, 616278 (3), Autosomal recessive
134390	F3	
620328	SLC44A3	
602374	CNN3	
612866	ALG14	Intellectual developmental disorder with epilepsy, behavioral abnormalities, and coarse facies, 619031 (3), Autosomal recessive; Myopathy, epilepsy, and progressive cerebral atrophy, 619036 (3), Autosomal recessive; ?Myasthenic syndrome, congenital, 15, without tubular aggregates, 616227 (3), Autosomal recessive
615875	RWDD3	
608449	PTBP2	
612779	DPYD	Dihydropyrimidine dehydrogenase deficiency, 274270 (3), Autosomal recessive; 5-fluorouracil toxicity, 274270 (3), Autosomal recessive
614304	MIR137	
614904	SNX7	
617287	PLPPR5	
607813	PLPPR4	
610182	PALMD	
611578	FRRS1	
610860	AGL	Glycogen storage disease IIIa, 232400 (3), Autosomal recessive; Glycogen storage disease IIIb, 232400 (3), Autosomal recessive
605632	SLC35A3	Arthrogryposis, impaired intellectual development, and seizures, 615553 (3), Autosomal recessive
620347	MFSD14A	
609321	SASS6	Microcephaly 14, primary, autosomal recessive, 616402 (3), Autosomal recessive
248610	DBT	Maple syrup urine disease, type II, 620699 (3), Autosomal recessive
611286	RTCA	
603504	CDC14A	Deafness, autosomal recessive 32, with or without immotile sperm, 608653 (3), Autosomal recessive
607468	GPR88	?Chorea, childhood-onset, with psychomotor retardation, 616939 (3), Autosomal recessive
192225	VCAM1	
602411	EXTL2	
611149	SLC30A7	Ziegler-Huang syndrome, 620501 (3), Autosomal recessive
611075	DPH5	Neurodevelopmental disorder with short stature, prominent forehead, and feeding difficulties, 620070 (3), Autosomal recessive
601974	S1PR1	
612841		Hypotrichosis 5, 612841 (2), Autosomal dominant
611107		Intellectual developmental disorder, autosomal recessive 4, 611107 (2), Autosomal recessive
607567	OLFM3	
120280	COL11A1	Fibrochondrogenesis 1, 228520 (3), Autosomal recessive; Stickler syndrome, type II, 604841 (3), Autosomal dominant; Marshall syndrome, 154780 (3), Autosomal dominant; Deafness, autosomal dominant 37, 618533 (3), Autosomal dominant; {Lumbar disc herniation, susceptibility to}, 603932 (3)
618016	RNPC3	Pituitary hormone deficiency, combined or isolated, 7, 618160 (3), Autosomal recessive
104660	AMY2B	
104650	AMY2A	
104700	AMY1A	
104701	AMY1B	
104702	AMY1C	
118943	CYMP	
193000		Vesicoureteral reflux 1, 193000 (2), Autosomal dominant
608274	PRMT6	
608818	NTNG1	
605541	VAV3	
608744	SLC25A24	Fontaine progeroid syndrome, 612289 (3), Autosomal dominant
613994	NBPF4	
613995	NBPF5P	
613996	NBPF6	
612178	HENMT1	
608339	STXBP3	
609245	GPSM2	Chudley-McCullough syndrome, 604213 (3), Autosomal recessive
617539	CLCC1	Retinitis pigmentosa 32, 609913 (3), Autosomal recessive
615734	WDR47	
600774	TAF13	Intellectual developmental disorder, autosomal recessive 60, 617432 (3), Autosomal recessive
618682	CFAP276	
611298	ELAPOR1	
607529	SARS1	Neurodevelopmental disorder with microcephaly, ataxia, and seizures, 617709 (3), Autosomal recessive
604265	CELSR2	
613126	PSRC1	
619807	MYBPHL	
602458	SORT1	[Low density lipoprotein cholesterol level QTL6], 613589 (3), Autosomal dominant
176844	PSMA5	
615689	AMIGO1	
606916	GPR61	
139370	GNAI3	Auriculocondylar syndrome 1, 602483 (3), Autosomal dominant
611189	MIR197	
139340	GNAT2	Achromatopsia 4, 613856 (3)
102771	AMPD2	Pontocerebellar hypoplasia, type 9, 615809 (3), Autosomal recessive; ?Spastic paraplegia 63, autosomal recessive, 615686 (3), Autosomal recessive
138333	GSTM4	
138380	GSTM2	
138350	GSTM1	
138385	GSTM5	
138390	GSTM3	
614989	EPS8L3	?Hypotrichosis 5, 612841 (3), Autosomal dominant
120420	CSF1	
607826	AHCYL1	
617918	STRIP1	
606014	ALX3	Frontonasal dysplasia 1, 136760 (3), Autosomal recessive
611127	UBL4B	
610299	SLC6A17	Intellectual developmental disorder, autosomal recessive 48, 616269 (3), Autosomal recessive
176265	KCNC4	
606077	RBM15	
603878	SLC16A4	
608521	LAMTOR5	
606233	PROK1	
602420	KCNA10	
176262	KCNA2	Developmental and epileptic encephalopathy 32, 616366 (3), Autosomal dominant
176263	KCNA3	
151525	CD53	
615354	LRIF1	?Facioscapulohumeral muscular dystrophy 3, digenic, 619477 (3), Digenic recessive
613360	DRAM2	Cone-rod dystrophy 21, 616502 (3), Autosomal recessive
616751	CEPT1	
615111	DENND2D	
617386	NR1H5P	
601526	CHI3L2	
606080	CHIA	
614234	CIMAP3	
603578	OVGP1	
611734	WDR77	
603270	ATP5PB	
600445	ADORA3	
179520	RAP1A	
620403	INKA2	
606168	DDX20	
605411	KCND3	Spinocerebellar ataxia 19, 607346 (3), Autosomal dominant; Brugada syndrome 9, 616399 (3), Autosomal dominant
615100	CTTNBP2NL	
601968	WNT2B	Diarrhea 9, 618168 (3), Autosomal recessive
617640	ST7L	
601580	CAPZA1	
610742	MOV10	
165380	RHOC	
609957	PPM1J	
617497	TAFA3	
600682	SLC16A1	Hyperinsulinemic hypoglycemia, familial, 7, 610021 (3), Autosomal dominant; Erythrocyte lactate transporter defect, 245340 (3), Autosomal dominant; Monocarboxylate transporter 1 deficiency, 616095 (3), Autosomal dominant, Autosomal recessive
608869	LRIG2	Urofacial syndrome 2, 615112 (3), Autosomal recessive
615943	MAGI3	
604950	PHTF1	
615858	RSBN1	
600716	PTPN22	{Rheumatoid arthritis, susceptibility to}, 180300 (3); {Systemic lupus erythematosus susceptibility to}, 152700 (3), Autosomal dominant; {Diabetes, type 1, susceptibility to}, 222100 (3), Autosomal recessive
619660	BCL2L15	
607245	AP4B1	Spastic paraplegia 47, autosomal recessive, 614066 (3), Autosomal recessive
609683	DCLRE1B	Dyskeratosis congenita, autosomal recessive 8, 620133 (3), Autosomal recessive
608003	HIPK1	
610088	OLFML3	
607718	SYT6	
605769	TRIM33	
605783	BCAS2	
102770	AMPD1	Myopathy due to myoadenylate deaminase deficiency, 615511 (3), Autosomal recessive
164790	NRAS	Noonan syndrome 6, 613224 (3), Autosomal dominant; ?RAS-associated autoimmune lymphoproliferative syndrome type IV, somatic, 614470 (3); Melanocytic nevus syndrome, congenital, somatic, 137550 (3); Epidermal nevus, somatic, 162900 (3); Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic, 163200 (3); Thyroid carcinoma, follicular, somatic, 188470 (3); Neurocutaneous melanosis, somatic, 249400 (3); Colorectal cancer, somatic, 114500 (3)
191510	CSDE1	
611656	SIKE1	
602162	SYCP1	
188540	TSHB	Hypothyroidism, congenital, nongoitrous 4, 275100 (3), Autosomal recessive
613133	TSPAN2	
162030	NGF	Neuropathy, hereditary sensory and autonomic, type V, 608654 (3), Autosomal recessive
610132	VANGL1	{Neural tube defects, susceptibility to}, 182940 (3), Autosomal dominant; Caudal regression syndrome, 600145 (3), Autosomal dominant
114251	CASQ2	Ventricular tachycardia, catecholaminergic polymorphic, 2, 611938 (3), Autosomal recessive
162361	NHLH2	?Hypogonadotropic hypogonadism 27 without anosmia, 619755 (3), Autosomal recessive
608275	SLC22A15	
182310	ATP1A1	Hypomagnesemia, seizures, and impaired intellectual development 2, 618314 (3), Autosomal dominant; Charcot-Marie-Tooth disease, axonal, type 2DD, 618036 (3), Autosomal dominant
618305	ATP1A1-AS1	
153420	CD58	
603491	IGSF3	?Lacrimal duct defect, 149700 (3), Autosomal recessive
186990	CD2	
601204	PTGFRN	
604516	CD101	
604718	TTF2	
609318	TRIM45	
608162	VTCN1	
618026	NOTCH2NLR	
604345	MAN1A2	
613952	TENT5C	
618128	GDAP2	Spinocerebellar ataxia, autosomal recessive 27, 618369 (3), Autosomal recessive
604737	WDR3	
616554	SPAG17	?Spermatogenic failure 55, 619380 (3), Autosomal recessive
604127	TBX15	Cousin syndrome, 260660 (3), Autosomal recessive
604733	WARS2	Parkinsonism-dystonia 3, childhood-onset, 619738 (3), Autosomal recessive; Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures, 617710 (3), Autosomal recessive
605176	HAO2	
613890	HSD3B2	Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency, 201810 (3), Autosomal recessive
109715	HSD3B1	
606879	PHGDH	Neu-Laxova syndrome 1, 256520 (3), Autosomal recessive; Phosphoglycerate dehydrogenase deficiency, 601815 (3), Autosomal recessive
600234	HMGCS2	HMG-CoA synthase-2 deficiency, 605911 (3), Autosomal recessive
609846	REG4	
613997	NBPF7P	
604779	ADAM30	
600275	NOTCH2	Alagille syndrome 2, 610205 (3), Autosomal dominant; Hajdu-Cheney syndrome, 102500 (3), Autosomal dominant
604029	SEC22B	
606190		Meningioma, radiation-induced, 606190 (2)
613998	NBPF8	
608609	PFN1P2	
601502	FCGR1BP	
614711	FAM72B	
614704	SRGAP2C	
151628		
605549		Cone-rod dystrophy 8, 605549 (2), Autosomal recessive
612875	GNRHR2	
189890		
611152		{Alzheimer disease-13}, 611152 (2)
608781		{Asperger syndrome susceptibility 3}, 608781 (2)
605833		[Bone mineral density QTL 2], 605833 (2)
612474		Chromosome 1q21.1 deletion syndrome, 612474 (4), Autosomal dominant, Isolated cases
608372		Deafness, autosomal dominant 49, 608372 (2), Autosomal dominant
612475		Chromosome 1q21.1 duplication syndrome, 612475 (4), Autosomal dominant, Isolated cases
614013	ERVK-7	
613017		{Neuroblastoma, susceptibility to, 6}, 613017 (2)
612970	NBPF17P	
603935		{Psoriasis susceptibility 4}, 603935 (2)
605642		Thyroid carcinoma, papillary, with papillary renal neoplasia, 605642 (2)
161900		Nephropathy-hypertension, 161900 (2), Autosomal dominant
613145		{Systemic lupus erythematosus, susceptibility to, 14}, 613145 (2)
182269	SPRR2C	
