MIM Number,Approved Gene Symbol,Phenotypes,inheritance,recessive,dominant
611327,DNAJB4,"Congenital myopathy 21 with early respiratory failure, 620326 (3), Autosomal recessive",Autosomal recessive,1,0
176892,PRKACB,"Cardioacrofacial dysplasia 2, 619143 (3), Autosomal dominant, Somatic mosaicism",Autosomal dominant,0,1
603517,BCL10,"{Lymphoma, follicular, somatic}, 605027 (3); ?Immunodeficiency 37, 616098 (3), Autosomal recessive; {Sezary syndrome, somatic} (3); {Male germ cell tumor, somatic}, 273300 (3); Lymphoma, MALT, somatic, 137245 (3); {Mesothelioma, somatic}, 156240 (3)",Autosomal recessive,1,0
604844,HS2ST1,"Neurofacioskeletal syndrome with or without renal agenesis, 619194 (3), Autosomal recessive",Autosomal recessive,1,0
614159,ZNF644,"Myopia 21, autosomal dominant, 614167 (3), Autosomal dominant",Autosomal dominant,0,1
615684,HFM1,"Premature ovarian failure 9, 615724 (3), Autosomal recessive",Autosomal recessive,1,0
602144,BRDT,"?Spermatogenic failure 21, 617644 (3), Autosomal recessive",Autosomal recessive,1,0
601749,GLMN,"Glomuvenous malformations, 138000 (3), Autosomal dominant",Autosomal dominant,0,1
600871,GFI1,"?Neutropenia, nonimmune chronic idiopathic, of adults, 607847 (3), Autosomal dominant; Neutropenia, severe congenital 2, autosomal dominant, 613107 (3), Autosomal dominant",Autosomal dominant,0,1
603634,RPL5,"Diamond-Blackfan anemia 6, 612561 (3), Autosomal dominant",Autosomal dominant,0,1
601691,ABCA4,"Retinal dystrophy, early-onset severe, 248200 (3), Autosomal recessive; Retinitis pigmentosa 19, 601718 (3), Autosomal recessive; {Macular degeneration, age-related, 2}, 153800 (3), Autosomal dominant; Cone-rod dystrophy 3, 604116 (3), Autosomal recessive; Fundus flavimaculatus, 248200 (3), Autosomal recessive; Stargardt disease 1, 248200 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
170995,ABCD3,"?Bile acid synthesis defect, congenital, 5, 616278 (3), Autosomal recessive",Autosomal recessive,1,0
612866,ALG14,"Intellectual developmental disorder with epilepsy, behavioral abnormalities, and coarse facies, 619031 (3), Autosomal recessive; Myopathy, epilepsy, and progressive cerebral atrophy, 619036 (3), Autosomal recessive; ?Myasthenic syndrome, congenital, 15, without tubular aggregates, 616227 (3), Autosomal recessive",Autosomal recessive,1,0
612779,DPYD,"Dihydropyrimidine dehydrogenase deficiency, 274270 (3), Autosomal recessive; 5-fluorouracil toxicity, 274270 (3), Autosomal recessive",Autosomal recessive,1,0
610860,AGL,"Glycogen storage disease IIIa, 232400 (3), Autosomal recessive; Glycogen storage disease IIIb, 232400 (3), Autosomal recessive",Autosomal recessive,1,0
605632,SLC35A3,"Arthrogryposis, impaired intellectual development, and seizures, 615553 (3), Autosomal recessive",Autosomal recessive,1,0
609321,SASS6,"Microcephaly 14, primary, autosomal recessive, 616402 (3), Autosomal recessive",Autosomal recessive,1,0
248610,DBT,"Maple syrup urine disease, type II, 620699 (3), Autosomal recessive",Autosomal recessive,1,0
603504,CDC14A,"Deafness, autosomal recessive 32, with or without immotile sperm, 608653 (3), Autosomal recessive",Autosomal recessive,1,0
607468,GPR88,"?Chorea, childhood-onset, with psychomotor retardation, 616939 (3), Autosomal recessive",Autosomal recessive,1,0
611149,SLC30A7,"Ziegler-Huang syndrome, 620501 (3), Autosomal recessive",Autosomal recessive,1,0
611075,DPH5,"Neurodevelopmental disorder with short stature, prominent forehead, and feeding difficulties, 620070 (3), Autosomal recessive",Autosomal recessive,1,0
120280,COL11A1,"Fibrochondrogenesis 1, 228520 (3), Autosomal recessive; Stickler syndrome, type II, 604841 (3), Autosomal dominant; Marshall syndrome, 154780 (3), Autosomal dominant; Deafness, autosomal dominant 37, 618533 (3), Autosomal dominant; {Lumbar disc herniation, susceptibility to}, 603932 (3)","Autosomal recessive, Autosomal dominant",1,1
618016,RNPC3,"Pituitary hormone deficiency, combined or isolated, 7, 618160 (3), Autosomal recessive",Autosomal recessive,1,0
608744,SLC25A24,"Fontaine progeroid syndrome, 612289 (3), Autosomal dominant",Autosomal dominant,0,1
609245,GPSM2,"Chudley-McCullough syndrome, 604213 (3), Autosomal recessive",Autosomal recessive,1,0
617539,CLCC1,"Retinitis pigmentosa 32, 609913 (3), Autosomal recessive",Autosomal recessive,1,0
600774,TAF13,"Intellectual developmental disorder, autosomal recessive 60, 617432 (3), Autosomal recessive",Autosomal recessive,1,0
607529,SARS1,"Neurodevelopmental disorder with microcephaly, ataxia, and seizures, 617709 (3), Autosomal recessive",Autosomal recessive,1,0
602458,SORT1,"[Low density lipoprotein cholesterol level QTL6], 613589 (3), Autosomal dominant",Autosomal dominant,0,1
139370,GNAI3,"Auriculocondylar syndrome 1, 602483 (3), Autosomal dominant",Autosomal dominant,0,1
102771,AMPD2,"Pontocerebellar hypoplasia, type 9, 615809 (3), Autosomal recessive; ?Spastic paraplegia 63, autosomal recessive, 615686 (3), Autosomal recessive",Autosomal recessive,1,0
614989,EPS8L3,"?Hypotrichosis 5, 612841 (3), Autosomal dominant",Autosomal dominant,0,1
606014,ALX3,"Frontonasal dysplasia 1, 136760 (3), Autosomal recessive",Autosomal recessive,1,0
610299,SLC6A17,"Intellectual developmental disorder, autosomal recessive 48, 616269 (3), Autosomal recessive",Autosomal recessive,1,0
176262,KCNA2,"Developmental and epileptic encephalopathy 32, 616366 (3), Autosomal dominant",Autosomal dominant,0,1
613360,DRAM2,"Cone-rod dystrophy 21, 616502 (3), Autosomal recessive",Autosomal recessive,1,0
605411,KCND3,"Spinocerebellar ataxia 19, 607346 (3), Autosomal dominant; Brugada syndrome 9, 616399 (3), Autosomal dominant",Autosomal dominant,0,1
601968,WNT2B,"Diarrhea 9, 618168 (3), Autosomal recessive",Autosomal recessive,1,0
600682,SLC16A1,"Hyperinsulinemic hypoglycemia, familial, 7, 610021 (3), Autosomal dominant; Erythrocyte lactate transporter defect, 245340 (3), Autosomal dominant; Monocarboxylate transporter 1 deficiency, 616095 (3), Autosomal dominant, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
608869,LRIG2,"Urofacial syndrome 2, 615112 (3), Autosomal recessive",Autosomal recessive,1,0
600716,PTPN22,"{Rheumatoid arthritis, susceptibility to}, 180300 (3); {Systemic lupus erythematosus susceptibility to}, 152700 (3), Autosomal dominant; {Diabetes, type 1, susceptibility to}, 222100 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
607245,AP4B1,"Spastic paraplegia 47, autosomal recessive, 614066 (3), Autosomal recessive",Autosomal recessive,1,0
609683,DCLRE1B,"Dyskeratosis congenita, autosomal recessive 8, 620133 (3), Autosomal recessive",Autosomal recessive,1,0
102770,AMPD1,"Myopathy due to myoadenylate deaminase deficiency, 615511 (3), Autosomal recessive",Autosomal recessive,1,0
164790,NRAS,"Noonan syndrome 6, 613224 (3), Autosomal dominant; ?RAS-associated autoimmune lymphoproliferative syndrome type IV, somatic, 614470 (3); Melanocytic nevus syndrome, congenital, somatic, 137550 (3); Epidermal nevus, somatic, 162900 (3); Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic, 163200 (3); Thyroid carcinoma, follicular, somatic, 188470 (3); Neurocutaneous melanosis, somatic, 249400 (3); Colorectal cancer, somatic, 114500 (3)",Autosomal dominant,0,1
188540,TSHB,"Hypothyroidism, congenital, nongoitrous 4, 275100 (3), Autosomal recessive",Autosomal recessive,1,0
162030,NGF,"Neuropathy, hereditary sensory and autonomic, type V, 608654 (3), Autosomal recessive",Autosomal recessive,1,0
610132,VANGL1,"{Neural tube defects, susceptibility to}, 182940 (3), Autosomal dominant; Caudal regression syndrome, 600145 (3), Autosomal dominant",Autosomal dominant,0,1
114251,CASQ2,"Ventricular tachycardia, catecholaminergic polymorphic, 2, 611938 (3), Autosomal recessive",Autosomal recessive,1,0
162361,NHLH2,"?Hypogonadotropic hypogonadism 27 without anosmia, 619755 (3), Autosomal recessive",Autosomal recessive,1,0
182310,ATP1A1,"Hypomagnesemia, seizures, and impaired intellectual development 2, 618314 (3), Autosomal dominant; Charcot-Marie-Tooth disease, axonal, type 2DD, 618036 (3), Autosomal dominant",Autosomal dominant,0,1
603491,IGSF3,"?Lacrimal duct defect, 149700 (3), Autosomal recessive",Autosomal recessive,1,0
618128,GDAP2,"Spinocerebellar ataxia, autosomal recessive 27, 618369 (3), Autosomal recessive",Autosomal recessive,1,0
616554,SPAG17,"?Spermatogenic failure 55, 619380 (3), Autosomal recessive",Autosomal recessive,1,0
604127,TBX15,"Cousin syndrome, 260660 (3), Autosomal recessive",Autosomal recessive,1,0
604733,WARS2,"Parkinsonism-dystonia 3, childhood-onset, 619738 (3), Autosomal recessive; Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures, 617710 (3), Autosomal recessive",Autosomal recessive,1,0
613890,HSD3B2,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency, 201810 (3), Autosomal recessive",Autosomal recessive,1,0
606879,PHGDH,"Neu-Laxova syndrome 1, 256520 (3), Autosomal recessive; Phosphoglycerate dehydrogenase deficiency, 601815 (3), Autosomal recessive",Autosomal recessive,1,0
600234,HMGCS2,"HMG-CoA synthase-2 deficiency, 605911 (3), Autosomal recessive",Autosomal recessive,1,0
600275,NOTCH2,"Alagille syndrome 2, 610205 (3), Autosomal dominant; Hajdu-Cheney syndrome, 102500 (3), Autosomal dominant",Autosomal dominant,0,1
603867,PEX11B,"Peroxisome biogenesis disorder 14B, 614920 (3), Autosomal recessive",Autosomal recessive,1,0
605313,RBM8A,"Thrombocytopenia-absent radius syndrome, 274000 (3), Autosomal recessive",Autosomal recessive,1,0
617457,POLR3GL,"Short stature, oligodontia, dysmorphic facies, and motor delay, 619234 (3), Autosomal recessive",Autosomal recessive,1,0
608374,HJV,"Hemochromatosis, type 2A, 602390 (3), Autosomal recessive",Autosomal recessive,1,0
121013,GJA5,"Atrial fibrillation, familial, 11, 614049 (3), Autosomal dominant; Atrial standstill, digenic (GJA5/SCN5A), 108770 (3), Autosomal dominant",Autosomal dominant,0,1
600897,GJA8,"Cataract 1, multiple types, 116200 (3), Autosomal dominant",Autosomal dominant,0,1
618025,NOTCH2NLC,"Tremor, hereditary essential, 6, 618866 (3), Autosomal dominant; Oculopharyngodistal myopathy 3, 619473 (3), Autosomal dominant; Neuronal intranuclear inclusion disease, 603472 (3), Autosomal dominant",Autosomal dominant,0,1
185860,SV2A,"Developmental and epileptic encephalopathy 113, 620772 (3), Autosomal recessive",Autosomal recessive,1,0
605593,SF3B4,"Acrofacial dysostosis 1, Nager type, 154400 (3), Autosomal dominant",Autosomal dominant,0,1
610035,VPS45,"Neutropenia, severe congenital, 5, autosomal recessive, 615285 (3), Autosomal recessive",Autosomal recessive,1,0
607301,PRPF3,"Retinitis pigmentosa 18, 601414 (3), Autosomal dominant",Autosomal dominant,0,1
612805,TARS2,"Combined oxidative phosphorylation deficiency 21, 615918 (3), Autosomal recessive",Autosomal recessive,1,0
602201,ECM1,"Urbach-Wiethe disease, 247100 (3), Autosomal recessive",Autosomal recessive,1,0
610113,ADAMTSL4,"Ectopia lentis et pupillae, 225200 (3), Autosomal recessive; Ectopia lentis, isolated, autosomal recessive, 225100 (3), Autosomal recessive",Autosomal recessive,1,0
601105,CTSK,"Pycnodysostosis, 265800 (3), Autosomal recessive",Autosomal recessive,1,0
617413,PRUNE1,"Neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies, 617481 (3), Autosomal recessive",Autosomal recessive,1,0
608095,SCNM1,"Orofaciodigital syndrome XIX, 620107 (3), Autosomal recessive",Autosomal recessive,1,0
610568,ZNF687,"Paget disease of bone 6, 616833 (3), Autosomal dominant",Autosomal dominant,0,1
602758,PI4KB,"Deafness, autosomal dominant 87, 620281 (3), Autosomal dominant",Autosomal dominant,0,1
601863,RFX5,"?MHC class II deficiency 5, 620818 (3), Autosomal recessive; MHC class II deficiency 3, 620816 (3), Autosomal recessive",Autosomal recessive,1,0
604188,SELENBP1,"Extraoral halitosis due to MTO deficiency, 618148 (3), Autosomal recessive",Autosomal recessive,1,0
602177,PSMB4,"?Proteasome-associated autoinflammatory syndrome 3 and digenic forms, 617591 (3), Autosomal recessive",Autosomal recessive,1,0
614787,POGZ,"White-Sutton syndrome, 616364 (3), Autosomal dominant",Autosomal dominant,0,1
600087,TUFT1,"Woolly hair-skin fragility syndrome, 620415 (3), Autosomal recessive",Autosomal recessive,1,0
602943,RORC,"Immunodeficiency 42, 616622 (3), Autosomal recessive",Autosomal recessive,1,0
190370,TCHH,"?Uncombable hair syndrome 3, 617252 (3), Autosomal recessive",Autosomal recessive,1,0
135940,FLG,"Ichthyosis vulgaris, 146700 (3), Autosomal dominant, Autosomal recessive; {Dermatitis, atopic, susceptibility to, 2}, 605803 (3)","Autosomal recessive, Autosomal dominant",1,1
616284,FLG2,"Peeling skin syndrome 6, 618084 (3), Autosomal recessive",Autosomal recessive,1,0
152445,LORICRIN,"Vohwinkel syndrome with ichthyosis, 604117 (3), Autosomal dominant",Autosomal dominant,0,1
614998,GATAD2B,"GAND syndrome, 615074 (3), Autosomal dominant",Autosomal dominant,0,1
603702,RPS27,"?Diamond-Blackfan anemia 17, 617409 (3), Autosomal dominant",Autosomal dominant,0,1
191030,TPM3,"Congenital myopathy 4A, autosomal dominant, 255310 (3), Autosomal dominant; Congenital myopathy 4B, autosomal recessive, 609284 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
616472,UBAP2L,"Neurodevelopmental disorder with impaired language, behavioral abnormalities, and dysmorphic facies, 620494 (3), Autosomal dominant",Autosomal dominant,0,1
605998,HAX1,"Neutropenia, severe congenital 3, autosomal recessive, 610738 (3), Autosomal recessive",Autosomal recessive,1,0
147880,IL6R,"[Interleukin 6, serum level of, QTL], 614752 (3); Hyper-IgE syndrome 5, autosomal recessive, with recurrent infections, 618944 (3), Autosomal recessive; [Interleukin-6 receptor, soluble, serum level of, QTL], 614689 (3)",Autosomal recessive,1,0
146920,ADAR,"Dyschromatosis symmetrica hereditaria, 127400 (3), Autosomal dominant; Aicardi-Goutieres syndrome 6, 615010 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
602983,KCNN3,"Zimmermann-Laband syndrome 3, 618658 (3), Autosomal dominant",Autosomal dominant,0,1
607622,PMVK,"Porokeratosis 1, multiple types, 175800 (3), Autosomal dominant",Autosomal dominant,0,1
610595,FLAD1,"Lipid storage myopathy due to flavin adenine dinucleotide synthetase deficiency, 255100 (3), Autosomal recessive",Autosomal recessive,1,0
605951,DPM3,"?Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 15, 618992 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 15, 612937 (3), Autosomal recessive",Autosomal recessive,1,0
158340,MUC1,"Tubulointerstitial kidney disease, autosomal dominant, 2, 174000 (3), Autosomal dominant",Autosomal dominant,0,1
606463,GBA1,"{Lewy body dementia, susceptibility to}, 127750 (3), Autosomal dominant; Gaucher disease, type II, 230900 (3), Autosomal recessive; Gaucher disease, type IIIC, 231005 (3), Autosomal recessive; Gaucher disease, type III, 231000 (3), Autosomal recessive; Gaucher disease, type I, 230800 (3), Autosomal recessive; Gaucher disease, perinatal lethal, 608013 (3), Autosomal recessive; {Parkinson disease, late-onset, susceptibility to}, 168600 (3), Autosomal dominant, Multifactorial","Autosomal recessive, Autosomal dominant",1,1
609712,PKLR,"Adenosine triphosphate, elevated, of erythrocytes, 102900 (3), Autosomal dominant; Pyruvate kinase deficiency, 266200 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
134629,FDPS,"Porokeratosis 9, multiple types, 616631 (3), Autosomal dominant",Autosomal dominant,0,1
607999,ASH1L,"Intellectual developmental disorder, autosomal dominant 52, 617796 (3), Autosomal dominant",Autosomal dominant,0,1
617619,MSTO1,"Myopathy, mitochondrial, and ataxia, 617675 (3), Autosomal dominant, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
607860,YY1AP1,"Grange syndrome, 602531 (3), Autosomal recessive",Autosomal recessive,1,0
609591,RIT1,"Noonan syndrome 8, 615355 (3), Autosomal dominant",Autosomal dominant,0,1
607560,ARHGEF2,"?Neurodevelopmental disorder with midbrain and hindbrain malformations, 617523 (3), Autosomal recessive",Autosomal recessive,1,0
610389,LAMTOR2,"Immunodeficiency due to defect in MAPBP-interacting protein, 610798 (3), Autosomal recessive",Autosomal recessive,1,0
150330,LMNA,"Mandibuloacral dysplasia, 248370 (3), Autosomal recessive; Heart-hand syndrome, Slovenian type, 610140 (3), Autosomal dominant; Cardiomyopathy, dilated, 1A, 115200 (3), Autosomal dominant; Emery-Dreifuss muscular dystrophy 3, autosomal recessive, 616516 (3), Autosomal recessive; Restrictive dermopathy 2, 619793 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 2B1, 605588 (3), Autosomal recessive; Emery-Dreifuss muscular dystrophy 2, autosomal dominant, 181350 (3), Autosomal dominant; Hutchinson-Gilford progeria, 176670 (3), Autosomal dominant; Lipodystrophy, familial partial, type 2, 151660 (3), Autosomal dominant; Muscular dystrophy, congenital, 613205 (3), Autosomal dominant; Malouf syndrome, 212112 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
607292,SEMA4A,"Retinitis pigmentosa 35, 610282 (3), Autosomal recessive; Cone-rod dystrophy 10, 610283 (3), Autosomal recessive",Autosomal recessive,1,0
