gene_name,fracCdsCons,fracConsPr
ZC3H11A,0.581997534,0.824907522
RIOK2,0.559975889,0.66305003
YIPF1,0.661237785,0.753528773
NDC1,0.630123457,0.791111111
DGKG,0.70959596,0.784090909
FLYWCH1,0.491399349,0.347745235
UNKL,0.593551317,0.426430518
TBXAS1,0.564294632,0.526217228
PARP12,0.503323837,0.68708452
ALDH18A1,0.710636516,0.860552764
TARBP1,0.486025483,0.550349363
GATB,0.596176822,0.53823178
MXD1,0.780780781,0.885885886
CDK17,0.77735369,0.970101781
DNAJC25,0.657433056,0.817174515
SLC2A3,0.458081824,0.41314554
PSD,0.739837398,0.836747967
CTDP1,0.511434511,0.295911296
YBX3,0.72386059,0.899016979
STYK1,0.510638298,0.574468085
WNK1,0.619667086,0.735487481
CCAR1,0.778743122,0.957428323
OGFR,0.284169125,0.212389381
GNA15,0.671111111,0.552888889
CREB3L3,0.443001443,0.196248196
PIGV,0.572874494,0.740215924
PTPRU,0.781953143,0.792391556
SNRNP40,0.73556797,0.934823091
RIMBP2,0.570750237,0.417537195
COL11A1,0.680317285,0.885998893
QSER1,0.641823056,0.900983021
MPC1,0.718181818,0.83030303
ACAA1,0.668235294,0.790588235
BCAT1,0.585701981,0.575366064
HDAC7,0.717741935,0.758064516
LZTS1,0.705750977,0.672808487
PRDM6,0.763422819,0.872483221
WNT8A,0.618018018,0.575675676
NCKAP1,0.798937112,0.972246826
MRPS35,0.513374486,0.598765432
GUCY1B1,0.715053763,0.903225806
SFSWAP,0.647408964,0.594887955
TNK2,0.694878872,0.615762036
MON2,0.725455957,0.926270858
CDH3,0.598393574,0.424497992
ARSF,0,0.039481105
GPBP1,0.749648383,0.986638537
DGAT2,0.742073693,0.814910026
ZNF112,0.326358297,0.430983847
CS,0.628836545,0.960028551
LTK,0.257418112,0.562620424
MRPS24,0.609126984,0.543650794
ELMO2,0.797041147,0.938049006
WAPL,0.760425413,0.924993003
VMP1,0.771498771,0.966420966
APPBP2,0.80887372,0.980091013
POLD1,0.709987966,0.53820698
SEZ6,0.699832496,0.794974874
EIF4B,0.756535948,0.893246187
SLC6A16,0.198552691,0.056535504
BICRA,0.66752082,0.523168909
SPHK2,0.590839695,0.670737913
RPL18,0.742504409,0.680776014
CA11,0.789260385,0.965552178
ISOC2,0.590614887,0.478964401
U2AF2,0.819327731,0.911764706
EPN1,0.699017909,0.604274986
MED29,0.731343284,0.792703151
AHRR,0.577060932,0.577060932
GSC2,0.503236246,0.386731392
ZNF275,0.451937984,0.318604651
MTMR1,0.642927794,0.78041543
GPC1,0.64698867,0.488968396
ADCK1,0.698473282,0.743002545
HAGH,0.627831715,0.324703344
RNF4,0.664921466,0.7504363
CASP8,0.411805556,0.325694444
LIMCH1,0.524523161,0.250227066
INTS13,0.737388025,0.956624234
TM7SF3,0.540572096,0.664915353
DLX3,0.829861111,0.957175926
SPA17,0.521929825,0.539473684
TSPAN32,0.280373832,0.093457944
CCN5,0.536520584,0.362549801
DMRT3,0.687103594,0.627906977
ST3GAL6,0.597389558,0.802208835
ATP2C2,0.611404435,0.286518831
NGFR,0.764797508,0.792834891
CDON,0.528726708,0.372153209
TAF2,0.6975,0.950555556
HIPK2,0.793994996,0.877397832
TNPO3,0.787157287,0.975829726
BORCS8-MEF2B,0.554395126,0.46997389
RFXANK,0.655172414,0.586206897
TMEM161A,0.605555556,0.563888889
LPAR2,0.680871212,0.743371212
CTSA,0.665280665,0.705474705
SUGP2,0.528470299,0.706986765
SLC12A2,0.711184391,0.839516351
SNX24,0.776470588,0.968627451
EYA2,0.706246135,0.700680272
CNN2,0.706451613,0.56344086
ABCA7,0.460642757,0.289706567
SNCAIP,0.602898551,0.614130435
DDX20,0.574949495,0.717171717
BTBD1,0.695652174,0.899930987
FAR2,0.587855297,0.681524548
BCAS1,0.391452991,0.33048433
POU1F1,0.691780822,0.932648402
CHI3L2,0.216538789,0.541346974
SBNO2,0.630821751,0.383564984
PMS1,0.534476599,0.753483387
HMG20B,0.766247379,0.765199161
CALCRL,0.624098124,0.796536797
TAF11,0.493710692,0.797169811
ANKS1A,0.711600587,0.759471366
AP3D1,0.660635965,0.418859649
ZNF76,0.752481027,0.865148862
SLC9A3R2,0.697238659,0.573964497
NTHL1,0.53442623,0.381420765
UHRF1BP1,0.610224381,0.784177654
GNAI3,0.789671362,0.979342723
IPO5,0.735579842,0.953855495
OAT,0.563636364,0.578030303
WDR3,0.660310734,0.82450565
PKN2,0.778003384,0.953976311
WDR18,0.656658968,0.574287914
TRAM2,0.793351303,0.941599281
NTN1,0.848484848,0.936639118
GLP2R,0.515643803,0.560168472
MCM10,0.516952381,0.422095238
DGKA,0.693387681,0.908514493
ERBB3,0.70439315,0.917101018
ROPN1,0.682316119,0.361502347
ANKRD44,0.723675386,0.855801476
KARS1,0.686733556,0.761426979
ADAT1,0.511597084,0.624254473
PDIA5,0.733333333,0.784615385
TBC1D22B,0.789855072,0.943346509
NDUFB4,0.530769231,0.356410256
SPEN,0.60627558,0.635561619
MYLK,0.632724108,0.609225413
ZC3H15,0.758001561,0.930523029
MAP2K4,0.851666667,0.9925
PACC1,0.731244065,0.915479582
SNAP91,0.750734214,0.835535977
SLK,0.612998921,0.736515642
CYB5R4,0.61302682,0.688378033
COL17A1,0.566755674,0.573208723
GSTO2,0.594262295,0.513661202
SEC61A2,0.782669462,0.902865129
PRKCQ,0.704384724,0.572371523
TLE2,0.716845878,0.593189964
ASB1,0.708333333,0.673611111
FAM107B,0.492942454,0.413680782
ME1,0.641652123,0.680046539
TBC1D1,0.644425435,0.607071571
CDK13,0.779026217,0.966512448
MTHFD2,0.665716999,0.806267806
SLC9A7,0.683631362,0.750573132
FOXJ2,0.703768116,0.847536232
YBX1,0.918974359,0.998974359
PDE4A,0.638857572,0.658774897
PPP2R5A,0.786447639,0.983572895
CTNNA2,0.759749816,0.945548197
ELAVL1,0.840978593,0.892966361
TIE1,0.721393035,0.755048288
DIP2B,0.756076939,0.932149651
SMARCD1,0.819767442,0.976098191
KDM4A,0.720813772,0.89170579
NFYC,0.783098592,0.927699531
ZMYND12,0.58287796,0.581967213
SLC9A3,0.667864271,0.459481038
NGEF,0.652133146,0.60947023
ASPM,0.327007859,0.431378187
CD84,0.258358663,0.255319149
ELOVL1,0.717857143,0.898809524
SPI1,0.79704797,0.868388684
POLR1H,0.590551181,0.800524934
MPPED2,0.858757062,0.998870056
CLDN18,0.683206107,0.848600509
ZBTB11,0.655913978,0.799493991
ATXN3,0.680478821,0.846224678
GOLGA5,0.580601093,0.735883424
FGFR2,0.766017843,0.817518248
LRRC40,0.607517966,0.810945274
ISOC1,0.73690078,0.858416945
EML1,0.716503268,0.724673203
TRMT11,0.670258621,0.931034483
THUMPD1,0.593220339,0.731638418
MSANTD3,0.812801932,0.868357488
KIF26A,0.454770756,0.258806868
ATG2B,0.637646304,0.871412538
ARFGEF1,0.772612613,0.953873874
ACSM2B,0.393886967,0.175317186
ZFAT,0.631564845,0.66505895
MTFR1,0.553892216,0.637724551
STAG3,0.594344753,0.672920065
FECH,0.647012579,0.687893082
MYO9A,0.634627959,0.831567935
DDX3Y,0.66767524,0.740796773
PFKP,0.628874735,0.262845011
IDI1,0.366081871,0.257309942
SP100,0.167795335,0.149360421
KLF6,0.759389671,0.772300469
PLPP1,0.673684211,0.899415205
NEO1,0.707022344,0.851573187
TRAM1,0.768,0.928
PHKA1,0.63453159,0.866830065
TNFRSF1A,0.355994152,0.376461988
CACNB1,0.821368948,0.930439622
EVI5,0.728729963,0.883271681
STOML1,0.622389307,0.678362573
PKM,0.778822055,0.84962406
DHX29,0.633333333,0.893917275
DNTTIP2,0.394099516,0.447820343
METTL22,0.512757202,0.326748971
TP53BP1,0.594034378,0.783788338
TRO,0.197625698,0.250465549
RRP15,0.451118963,0.510011779
RHOA,0.785223368,0.962199313
DHX8,0.741741742,0.906633907
PRKCZ,0.759349593,0.616260163
ZFY,0.664588529,0.738570241
IARS2,0.574531096,0.674234946
SYT1,0.784081954,0.912529551
NAV3,0.703548477,0.784017882
IDH3G,0.670896785,0.473773266
ROGDI,0.74537037,0.643518519
PDZD4,0.656277056,0.631601732
ATP2B3,0.723996724,0.537264537
ROCK1,0.771463715,0.961869619
CBFB,0.874113475,0.992907801
PDK3,0.69041769,0.868959869
HYAL2,0.656821378,0.721518987
HDAC4,0.700611621,0.524464832
RASSF1,0.711111111,0.838647343
FGFR3,0.671623296,0.527881041
IFI35,0.433217189,0.371660859
HEATR6,0.597574732,0.663846588
COASY,0.644247788,0.804719764
PLEKHH3,0.707808564,0.792611251
MEF2A,0.72,0.910666667
OTUD5,0.74191652,0.862433862
TFE3,0.703125,0.776041667
TBC1D25,0.618287373,0.66231253
ACSL4,0.685047193,0.85941381
INPP5A,0.748184019,0.647296207
GPKOW,0.420684836,0.41160028
GRIPAP1,0.657561362,0.817102138
FTSJ1,0.598989899,0.523232323
PRR11,0.453370268,0.541089566
REEP1,0.783625731,0.878362573
ATP11A,0.639647577,0.461086637
POLR1A,0.650590742,0.622312609
LAPTM4A,0.789173789,0.944444444
TTC7A,0.712456345,0.748156771
IP6K2,0.74785324,0.910226386
STON1-GTF2A1L,0.48577064,0.606086221
SRBD1,0.610776439,0.775435074
KIF2A,0.803579418,0.987472036
RASGRP2,0.786885246,0.904371585
PSME4,0.739696312,0.948843095
IFT80,0.698371894,0.896315338
SIRT2,0.714529915,0.526495726
ERLEC1,0.75137741,0.918044077
PPP2R5B,0.799196787,0.870147256
PYGM,0.773823646,0.826018189
PAGE1,0.011337868,0
PITX1,0.841269841,0.952380952
TRPC7,0.80764774,0.890691387
MAST4,0.543445122,0.531631098
ADGRF5,0.47809948,0.334570651
SDK2,0.746280104,0.631231784
ADAM7,0.380573951,0.21192053
NUP133,0.582541054,0.702967445
NUCKS1,0.766393443,0.904371585
VPS35,0.710163112,0.932245922
DNAJA2,0.740920097,0.90637611
BCL3,0.643223443,0.799267399
KCNAB2,0.801282051,0.809294872
ABCC9,0.703655914,0.858064516
GAL,0.422043011,0.112903226
CLEC2D,0.065972222,0.319444444
FUNDC1,0.628205128,0.952991453
MAOB,0.582213692,0.596289187
RORA,0.818066158,0.945928753
DRD4,0.418253968,0.531746032
TGFBR3,0.611893584,0.660798122
PLA2G10,0.259036145,0.287148594
HES2,0.448275862,0.488505747
ATP1B3,0.513095238,0.594047619
NEDD4,0.545673077,0.803151709
PIGB,0.512912913,0.785585586
MAPK6,0.720221607,0.952446907
GNB5,0.776094276,0.840909091
RAB27A,0.701201201,0.852852853
HDHD5,0.521226415,0.467767296
UFD1,0.753246753,0.864718615
LRP6,0.77054936,0.967988435
GUCY2C,0.580384854,0.567970205
SCT,0.325136612,0.243169399
PHRF1,0.375151515,0.20020202
ELP1,0.583395849,0.663165791
NUCB2,0.653998416,0.890736342
PFN2,0.893617021,1
PTPN3,0.728665208,0.805981036
SPTB,0.713467869,0.694003149
DAPP1,0.65599051,0.577698695
FGF10,0.765550239,0.971291866
SLC44A1,0.799898683,0.933637285
TMEM260,0.644538606,0.697740113
SMG6,0.721596244,0.796244131
EXOC5,0.809120827,0.973201693
CLTCL1,0.404834451,0.26589478
FGF22,0.549707602,0.446393762
FSTL3,0.623737374,0.612373737
DGCR2,0.695704779,0.653357532
RNF126,0.736111111,0.651709402
MNT,0.756432247,0.71240709
ZXDC,0.458284827,0.15250291
JMJD6,0.758250825,0.906765677
POLB,0.736111111,0.83234127
ST6GALNAC1,0.344425957,0.245146977
WIPI1,0.727069351,0.809097688
FRMPD1,0.515516149,0.556892548
GBA2,0.66954023,0.818247126
NDST1,0.821442054,0.827482069
ASNS,0.658956109,0.714116251
AP3M2,0.755767701,0.831344471
CNGB1,0.508253461,0.341853035
ST6GALNAC2,0.503111111,0.368888889
CHAT,0.567868269,0.484201157
PABPC1,0.84144427,0.983778127
TESK2,0.671328671,0.863636364
CFAP20,0.797250859,0.865979381
CSNK2A2,0.848053181,0.990503324
PTPN21,0.655319149,0.696170213
EIF2B3,0.716703458,0.871228845
CAMK2A,0.839455782,0.914965986
TCOF1,0.314988814,0.243624161
CDC42,0.869791667,0.951388889
OSBPL3,0.689564565,0.757132132
EPHA8,0.796885355,0.717693837
SLC12A3,0.735159817,0.565231572
RAD18,0.452284946,0.649193548
ATP2B1,0.797979798,0.973791974
TRPM5,0.553459119,0.394225272
NCK2,0.748031496,0.938757655
MAP4K4,0.757526882,0.931989247
MGAT4A,0.695895522,0.853233831
RPL31,0.751322751,0.947089947
WDR1,0.737506864,0.585392641
SNX13,0.796450939,0.966597077
MS4A12,0.138059701,0.024875622
ARHGAP10,0.680220246,0.794155019
RPS6KA2,0.711625795,0.55222525
ING3,0.760540971,0.92601432
VASH1,0.803278689,0.877959927
LMCD1,0.704918033,0.488160291
BUD23,0.605200946,0.371158392
SEL1L,0.694339623,0.887631027
TRIP13,0.625866051,0.381832179
ATP6AP1,0.560509554,0.552016985
TCF3,0.621374046,0.380661578
TRIB2,0.81879845,0.953488372
DAZAP1,0.776960784,0.805555556
MBD3,0.769406393,0.773972603
PRLH,0.303030303,0.189393939
HLTF,0.64290429,0.843234323
FAM50A,0.724509804,0.680392157
FAM3A,0.662337662,0.676767677
CPSF1,0.720914127,0.527931671
MYO3B,0.643070045,0.777694983
CYBRD1,0.56329849,0.485481998
CDH19,0.441138422,0.515739543
PDCD2,0.470531401,0.666666667
SLC6A15,0.662562699,0.842225262
RDH11,0.596656217,0.841170324
PRKACA,0.791666667,0.897727273
ADGRL1,0.803615819,0.752768362
SPP2,0.298742138,0.106918239
ACTN1,0.842622951,0.872859745
ZFYVE26,0.598687664,0.695800525
RPS6KA6,0.626899017,0.860142985
EPN2,0.658878505,0.700415369
PTPN18,0.373825018,0.334779465
LIMS2,0.744639376,0.659844055
ASIC4,0.798765432,0.85
SPEG,0.706140351,0.71501428
LNX1,0.590306356,0.400548697
ALDH3A2,0.567215364,0.676268861
TFRC,0.50109505,0.376259308
SREBF1,0.58573854,0.594227504
TRPC5,0.696098563,0.939425051
AFF4,0.744272623,0.904639175
UBE2D1,0.826576577,0.997747748
MPP5,0.759861933,0.957593688
RHOBTB1,0.704447633,0.764227642
SMC1A,0.736898974,0.954619125
HSD17B10,0.603053435,0.697201018
MARK2,0.836924377,0.972539079
HMMR,0.514233242,0.681359045
CHFR,0.55640633,0.402756508
TRHDE,0.735609756,0.860487805
P4HA2,0.70536829,0.715980025
FCGR2B,0.305466238,0.224008574
NFATC3,0.759913259,0.855018587
TRNT1,0.590038314,0.873563218
ACADVL,0.641260163,0.680894309
STK10,0.685242518,0.640522876
FBXW11,0.799263352,0.978514426
ACAP1,0.700404858,0.784975259
CRMP1,0.761280932,0.684133916
EVC,0.445451494,0.244712991
DERL2,0.8125,0.984722222
SIDT1,0.683977456,0.739130435
NDE1,0.655753968,0.617063492
IRAG1,0.646951442,0.748083242
TMEM38A,0.706666667,0.768888889
AP1M1,0.804245283,0.731918239
PVR,0.162679426,0.035885167
XRCC1,0.651945321,0.572555205
SCARB1,0.558823529,0.473856209
CYP2W1,0.492192804,0.192803802
MCM2,0.724861878,0.365745856
MOV10L1,0.483773377,0.329207921
PANX2,0.751720747,0.771386431
SELENOO,0.537618336,0.352267065
TP63,0.801762115,0.891825746
ALPK1,0.341097724,0.349129853
LLGL2,0.694090761,0.555337904
PDE8A,0.554216867,0.70562249
CLCN4,0.700832238,0.628996934
NLE1,0.760631001,0.864197531
SDHA,0.590977444,0.345864662
SMARCE1,0.671521036,0.890776699
FNDC8,0.524102564,0.346666667
GSDMB,0.063948841,0.022382094
KDM5A,0.730731323,0.906367041
ADAM11,0.760606061,0.858874459
PPP2R3A,0.635389516,0.804807414
FERMT2,0.752325012,0.945178659
ABCB11,0.592032274,0.65204236
DHRS9,0.5875,0.625
CD5L,0.33045977,0.173371648
PTGS2,0.629201102,0.705785124
IGF2BP2,0.820555556,0.941666667
MAP3K13,0.666321958,0.774215788
ST6GAL1,0.575757576,0.677313677
TBX21,0.694651741,0.78420398
FRY,0.714554302,0.827914178
PICALM,0.852475753,0.980091884
NSF,0.750782998,0.947203579
GLI2,0.612101911,0.536942675
CLASP1,0.761533463,0.877409573
MRPS34,0.550989346,0.500761035
NOTCH3,0.643697962,0.572064312
CLNS1A,0.682072829,0.942577031
PPP2R2C,0.811011905,0.683779762
TEAD2,0.775811209,0.784660767
EED,0.846153846,0.985671192
CDHR2,0.448258327,0.179760997
SNCB,0.807407407,0.896296296
TSG101,0.792838875,0.99488491
NCBP3,0.72893183,0.802469136
ATP2A3,0.742666667,0.616
CA12,0.589671362,0.435680751
MGLL,0.629511677,0.173036093
NTN4,0.710651828,0.802861685
BCS1L,0.705555556,0.865873016
NUAK1,0.720040282,0.757301108
DPP8,0.756889392,0.939599849
SLC24A1,0.404242424,0.477878788
ZNF532,0.696620584,0.703533026
SCARF1,0.504612916,0.331728841
LMAN1,0.655577299,0.784083496
HACD3,0.707988981,0.873278237
IPCEF1,0.536066819,0.639331815
ZZEF1,0.667341886,0.725523295
NOX3,0.558289397,0.508494435
ENO1,0.728735632,0.715708812
SLC12A1,0.714848485,0.792121212
MYDGF,0.611111111,0.507662835
ANO8,0.67099216,0.61989727
TUBE1,0.661764706,0.797619048
ARHGEF10L,0.740104167,0.650520833
TXK,0.594065657,0.515782828
WSCD2,0.758539458,0.734393404
KCNQ2,0.730049637,0.586865216
TACR2,0.622389307,0.543024227
ACTR6,0.748950462,0.958018472
TIPIN,0.464679912,0.56401766
SRI,0.703517588,0.894472362
EIF4G3,0.693257956,0.889865997
NUP37,0.681957187,0.876656473
SEMA3A,0.686528497,0.84283247
GTSE1,0.248198198,0.128378378
SEMA3C,0.692819149,0.820035461
TTC38,0.605673759,0.443262411
ACAT1,0.6105919,0.630062305
GRAMD4,0.694876223,0.584916523
CELSR1,0.596688742,0.336092715
WNT8B,0.78219697,0.955492424
ZNF638,0.614283308,0.762169446
SLC25A40,0.648967552,0.807276303
TIMM21,0.432396252,0.263721553
ADD2,0.765703806,0.790921596
FGF4,0.658615137,0.806763285
RASAL2,0.753838147,0.925318761
VPS9D1,0.569620253,0.416139241
ZNF37A,0.044483986,0.06405694
MARK3,0.706012378,0.878868258
SLC25A3,0.73664825,0.907918969
FNDC3B,0.723651452,0.739419087
FOSL2,0.814475025,0.845056065
CACNG5,0.780193237,0.783816425
CACNG4,0.804878049,0.842479675
FRYL,0.729595222,0.615461181
TMEM131,0.689490446,0.869426752
FSCN1,0.794871795,0.782726046
ACTB,0.810283688,0.706560284
MOCOS,0.503187102,0.365954256
PLD1,0.649302326,0.697984496
ATP12A,0.631410256,0.43974359
WDR62,0.568460192,0.524934383
DLG1,0.785607755,0.978747204
RAB7A,0.794871795,0.615384615
BCAP29,0.611570248,0.703856749
SEC31B,0.460734463,0.580225989
SART3,0.664591978,0.698478562
ARHGAP15,0.731092437,0.916666667
TUBA3D,0.722838137,0.750923873
PAX2,0.882700422,0.95443038
EXOSC7,0.72260274,0.810502283
KIFAP3,0.72173182,0.924758302
MKRN2,0.661071143,0.663469225
MCM6,0.714111922,0.910381184
REXO2,0.838935574,0.948179272
RBM7,0.619402985,0.884328358
RBMS2,0.678921569,0.884803922
BAZ2A,0.665441176,0.864145658
PTPN23,0.659336184,0.641213602
MLH1,0.628797886,0.839277851
UNG,0.652866242,0.674097665
FMO4,0.456768038,0.506261181
KLHL20,0.73989071,0.968306011
RGS11,0.487891738,0.257834758
SLC46A1,0.637681159,0.676086957
PLXNA2,0.757783641,0.805804749
SPAG5,0.451982133,0.627303183
ANKRD13A,0.708967851,0.826847152
TPD52,0.638518519,0.844444444
ACACB,0.644028738,0.57313271
TRAF4,0.800424628,0.921443737
PAG1,0.518090839,0.420323326
GPATCH1,0.587625179,0.478898426
ICAM3,0.228710462,0.095498783
NT5C2,0.773428233,0.963226572
MCAM,0.566202988,0.623390005
GPC4,0.647516457,0.704368642
MBNL3,0.574647887,0.761502347
CAMSAP3,0.6816,0.571733333
RAP1GAP,0.792688793,0.821067821
XAB2,0.776869159,0.62694704
ARHGEF1,0.669587441,0.720335889
STXBP2,0.725028058,0.531986532
MAP2K7,0.787301587,0.727777778
NMRK2,0.487734488,0.318903319
DGKD,0.705349794,0.676268861
CTTNBP2,0.639423077,0.67588141
ACTL6B,0.821233411,0.839188134
RARB,0.833704529,0.967334818
TOP2B,0.755034936,0.954171804
TM9SF3,0.840112994,0.966101695
NFKB2,0.708842027,0.789493156
UBE2T,0.557239057,0.740740741
PPP1R12B,0.590030519,0.819260766
DNAJC10,0.683459278,0.891687657
GTF3C1,0.580094787,0.595418641
IL4R,0.293381759,0.136803874
USP33,0.729166667,0.917032164
PAK3,0.762691131,0.950458716
CAPN6,0.660955348,0.913811007
DCX,0.750227066,0.951861944
SNRPA,0.806831567,0.836277974
SPAG6,0.681699346,0.892810458
EXOSC5,0.656779661,0.61440678
DYNC1I2,0.786124152,0.971830986
APBB1IP,0.517741129,0.502748626
LRCH4,0.68128655,0.62962963
FAM76B,0.803921569,0.961764706
SIRT6,0.601123596,0.406367041
TYR,0.542138365,0.668553459
POLD3,0.656673804,0.823697359
ACTN2,0.790689013,0.783612663
CAPZB,0.819291819,0.957264957
GPR137B,0.694166667,0.8875
NAALAD2,0.56860099,0.757534863
JADE1,0.69790431,0.934756821
SLC25A43,0.54288499,0.770955166
UBE2A,0.751633987,0.910675381
FGFR1,0.811664642,0.85054678
FKBP6,0.592479675,0.530487805
SMC1B,0.570927724,0.699568501
FBLN1,0.680871212,0.616003788
ITGA8,0.626253133,0.598997494
CST7,0.413242009,0.271689498
MAP2,0.572027717,0.696571845
PIAS2,0.805466238,0.888531618
AMPH,0.598180077,0.594348659
ARAF,0.728171334,0.801208127
MCCC1,0.591827365,0.587695133
LAMP3,0.294164668,0.269384492
FAP,0.737187911,0.872536137
NEBL,0.624958949,0.61182266
ACER3,0.733830846,0.940298507
UBE2K,0.898839138,0.983416252
PIK3C3,0.722597598,0.926051051
N4BP2,0.451533973,0.544137022
TIGAR,0.468634686,0.490774908
TULP3,0.592927013,0.419112114
SYNJ2,0.598975729,0.541304832
ADCY2,0.729242979,0.666361416
PPP2R5C,0.713429257,0.877098321
RBFOX1,0.855108878,0.907035176
GNB1,0.775171065,0.823069404
HOXA9,0.814407814,0.910866911
EDN1,0.436619718,0.381846635
MLLT10,0.750545681,0.905830995
ZCWPW1,0.357473035,0.461736004
ADCYAP1R1,0.732764748,0.794598436
FGF20,0.743710692,0.922955975
P2RY10,0.507843137,0.634313725
ITM2A,0.516414141,0.648989899
NRDC,0.746238426,0.912326389
VDAC3,0.753521127,0.942488263
PCM1,0.656131687,0.812345679
TNRC6C,0.68596796,0.870681336
CBFA2T2,0.734899329,0.843959732
BRINP1,0.833333333,0.94488189
ITCH,0.776747779,0.950946311
PKD2L2,0.563733333,0.84
TP53INP2,0.720965309,0.814479638
SDF4,0.663857678,0.398876404
MYH7B,0.790422245,0.729145211
BPIFB2,0.440087146,0.228031954
TP73,0.685504971,0.583464155
TOLLIP,0.696969697,0.498181818
UBE2D4,0.459459459,0.878378378
CLUL1,0.309064954,0.28551035
RUNX1T1,0.820783133,0.895582329
CDH17,0.458583433,0.300120048
THOC1,0.789766971,0.950861196
FKBP7,0.603886398,0.727952167
OSBPL6,0.762210339,0.891622103
SLC1A3,0.750767342,0.843462247
XRCC5,0.599818099,0.753069577
LXN,0.67264574,0.804185351
SP140,0.152073733,0.135176651
MKNK1,0.755447942,0.816787732
TNS1,0.693356375,0.677227343
REXO1,0.54528096,0.322695035
SAR1A,0.790619765,1
CDC14A,0.691316527,0.752941176
RAPGEF3,0.72041847,0.737734488
CEACAM1,0.146742568,0.103731815
SENP1,0.679069767,0.909043928
DUSP13,0.653279786,0.580990629
CIC,0.714936814,0.763414129
LIPE,0.483132157,0.39090065
FDFT1,0.635566188,0.728867624
